question,options,correct_answer,correct_index,inference,similarity,is_correct,accumulated_accuracy,cycle_time (sec),elapsed_time (sec)
"A 32-year-old man comes to the physician because of severe burning with urination for the past 3 days. During this period, he has had clear urethral discharge early in the morning. He has no history of serious illness, except for a rash following treatment with erythromycin 20 years ago. The patient takes no medications. He is sexually active with one male and one female partner; they use condoms inconsistently. His younger brother was diagnosed with Crohn disease at the age of 24 years. The patient does not smoke. He drinks one to two beers on weekends. He appears well. Temperature is 36.8°C (98°F), pulse is 75/min, and blood pressure is 135/78 mm Hg. Physical examination shows no abnormalities. Gram stain of a urethral swab shows neutrophils but no organisms. Which of the following is the most likely causal pathogen?",(A) Neisseria gonorrhoeae (B) Adenovirus (C) Trichomonas vaginalis (D) Chlamydia trachomatis,Chlamydia trachomatis,(D),D. The patient has symptoms of urethritis and a Gram,0.375843942,TRUE,31.05802048,9.12,10289.19
"A 62-year-old man presents to the emergency department with confusion. The patient’s wife states that her husband has become more somnolent over the past several days and now is very confused. The patient has no complaints himself, but is answering questions inappropriately. The patient has a past medical history of diabetes and hypertension. His temperature is 98.3°F (36.8°C), blood pressure is 127/85 mmHg, pulse is 138/min, respirations are 14/min, and oxygen saturation is 99% on room air. Physical exam is notable for a confused man with dry mucous membranes. Initial laboratory studies are ordered as seen below.

Serum:
Na+: 135 mEq/L
Cl-: 100 mEq/L
K+: 3.0 mEq/L
HCO3-: 23 mEq/L
BUN: 30 mg/dL
Glucose: 1,299 mg/dL
Creatinine: 1.5 mg/dL
Ca2+: 10.2 mg/dL

Which of the following is the most appropriate initial treatment for this patient?","(A) Insulin (B) Insulin and potassium (C) Insulin, normal saline, and potassium (D) Normal saline and potassium",Normal saline and potassium,(D),A. The patient has a serum sodium of 135 m,0.531702995,FALSE,31.03154305,11.45,10300.64
"A 24-year-old woman presents to her gynecologist complaining of mild pelvic discomfort and a frothy, yellowish discharge from her vagina for the past 2 weeks. She also complains of pain during sexual intercourse and sometimes after urination. Her past medical history is noncontributory. She takes oral contraceptives and a multivitamin daily. She has had two male sexual partners in her lifetime and uses condoms inconsistently. Today, her vitals are normal. On pelvic exam, she has vulvovaginal erythema and a 'strawberry cervix' that is tender to motion, with minimal green-yellow malodorous discharge. A swab of the vaginal wall is analyzed for pH at bedside. Vaginal pH is 5.8. Which of the following is the most likely diagnosis for this patient?",(A) Vulvovaginal candidiasis (B) Atrophic vaginitis (C) Chlamydia (D) Trichomoniasis,Trichomoniasis,(D),B. This patient has signs and symptoms consistent with atrophic vag,0.098013289,FALSE,31.00511073,8.43,10309.07
"A 37-year-old African American man is brought to the emergency department by police. The patient refused to leave a petting zoo after closing. He states that he has unique ideas to revolutionize the petting zoo experience. The patient has a past medical history of multiple suicide attempts. His temperature is 99.5°F (37.5°C), blood pressure is 130/85 mmHg, pulse is 100/min, respirations are 16/min, and oxygen saturation is 99% on room air. The patient's cardiac and pulmonary exams are within normal limits. He denies any nausea, vomiting, shortness of breath, or systemic symptoms. The patient struggles to answer questions, as he is constantly changing the subject and speaking at a very rapid rate. The patient is kept in the emergency department overnight and is observed to not sleep and is very talkative with the nurses. Which of the following is the best long-term therapy for this patient?",(A) Lithium (B) Risperidone (C) Haloperidol (D) Diphenhydramine,Lithium,(A),"A. Lithium. This patient has bipolar disorder, which is",0.656106532,TRUE,31.06382979,8.96,10318.03
"A 55-year-old man presents for physical and preventive health screening, specifically for prostate cancer. He has not been to the doctor in a long time. Past medical history is significant for hypertension that is well-managed. Current medication is hydrochlorothiazide. He has one uncle who died of prostate cancer. He drinks one or two alcoholic drinks on the weekends and does not smoke. Today his temperature is 37.0°C (98.6°F), blood pressure is 125/75 mm Hg, pulse is 82/min, respiratory rate is 15/min, and oxygen saturation is 99% on room air. There are no significant findings on physical examination. Which of the following would be the most appropriate recommendation for prostate cancer screening in this patient?",(A) No screening indicated at this time (B) Serum PSA level (C) Transrectal ultrasound (TRUS) (D) Contrast CT of the abdomen and pelvis,Serum PSA level,(B),(A). The American Urological Association recommends that prostate cancer,0.337580442,FALSE,31.03741497,8.45,10326.47
A 3-year-old male is evaluated for frequent nose bleeds. Physical examination shows diffuse petechiae on the patient’s distal extremities. Peripheral blood smear shows an absence of platelet clumping. An ELISA binding assay reveals that platelet surfaces are deficient in GpIIb/IIIa receptors. Which of the following anticoagulants pharmacologically mimics this condition?,(A) Abciximab (B) Aspirin (C) Warfarin (D) Cilostazol,Abciximab,(A),D. Cilostazol is a potent inhibitor of plate,0.142046615,FALSE,31.01104503,6.14,10332.61
"A 23-year-old man complains of lower back pain that began approximately 6 months ago. He is unsure why he is experiencing this pain and notices that this pain is worse in the morning after waking up and improves with physical activity. Ibuprofen provides significant relief. He denies bowel and bladder incontinence or erectile dysfunction. Physical exam is notable for decreased chest expansion, decreased spinal range of motion, 5/5 strength in both lower extremities, 2+ patellar reflexes bilaterally, and an absence of saddle anesthesia. Which of the following is the most appropriate next test for this patient?",(A) ESR (B) MRI sacroiliac joint (C) Radiograph sacroiliac joint (D) Slit-lamp examination,Radiograph sacroiliac joint,(C),C. The radiographic appearance of a sacroiliitis is characterized by,0.566439033,TRUE,31.06960951,7.28,10339.89
"A genetic population study is being conducted to find the penetrance of a certain disease. This disease is associated with impaired iron metabolism and primarily affects the liver. Patients often present with diabetes and bronze skin pigmentation. After a genetic screening of 120 inhabitants with a family history of this disease, 40 were found to have the disease-producing genotype, but only 10 presented with symptoms. What are the chances of the screened patients with said genotype developing the disease phenotype?
 ",(A) 3% (B) 25% (C) 40% (D) 0.4%,25%,(B),"A. The penetrance is 3%, which means that only 3",0.41956234,FALSE,31.043257,6.22,10346.12
"A previously healthy 9-year-old, Caucasian girl presents to your office with severe abdominal pain. Her mother also mentions that she has been urinating significantly less lately. History from the mother reveals that the girl suffers from acne vulgaris, mild scoliosis, and had a bout of diarrhea 3 days ago after a family barbecue. Lab work is done and is notable for a platelet count of 97,000 with a normal PT and PTT. The young girl appears dehydrated, yet her serum electrolyte levels are normal. What is the most likely etiology of this girl's urinary symptoms?",(A) Hypothalamic dysfucntion (B) Surreptitious laxative use (C) Shiga toxin production from Shigella (D) Shiga-like toxin production from EHEC,Shiga-like toxin production from EHEC,(D),"(D). This patient has hemolytic uremic syndrome,",0.190373003,TRUE,31.10169492,7.82,10353.94
"A 55-year-old male presents to his primary care physician with right upper quadrant pain that has progressed over the last three months with unexplained weakness and joint pains that have been ""out of the ordinary"" over the last year. On history, you note the patient lives a sedentary lifestyle, rarely leaves the house, has controlled diabetes diagnosed 15 years ago, and has documented cardiomyopathy. On physical exam the man appears non-toxic, sclera are icteric, cornea appear normal, generalized pain is elicited on palpation of the right upper quadrant, and skin appears quite bronzed on his extremities. What is this patient most at risk for ten to fifteen years later due to his underlying condition?",(A) Colonic adenocarcinoma (B) Pulmonary fibrosis (C) Prostatic adenocarcinoma (D) Hepatocellular carcinoma,Hepatocellular carcinoma,(D),(A). The patient has a history of diabetes mellitus,0.160039365,FALSE,31.07535986,7.92,10361.86
"A 6-month-old girl has a weak cry, poor suck, ptosis, and constipation. Her condition began 2 days ago with a single episode of abundant watery stool and elevated temperature. The child was born at term to a healthy 26-year-old mother with an uneventful antenatal course and puerperium. The infant was exclusively breastfed till 5 months of age, after which she began receiving grated potatoes, pumpkin, carrots, and apples, in addition to the breastfeeding. She does not receive any fluids other than breast milk. The last new food item to be introduced was homemade honey that her mother added several times to grated sour apples as a sweetener 2 weeks before the onset of symptoms. The vital signs are as follows: blood pressure 70/40 mm Hg, heart rate 98/min, respiratory rate 29/min, and temperature 36.4°C (98.2°F). On physical examination, she is lethargic and has poor head control. A neurologic examination reveals ptosis and facial muscle weakness, widespread hypotonia, and symmetrically decreased upper and lower extremity reflexes. Which of the following options is a part of the pathogenesis underlying the patient’s condition?",(A) Hypocalcemia due to a decrease in breast milk consumption (B) Hyperkalemia due to increased dietary intake (C) Vegetative form of Clostridium botulinum spores in the patient's colon (D) Development of antibodies against the acetylcholine receptor,Vegetative form of Clostridium botulinum spores in the patient's colon,(C),"C. The child has infantile botulism, which is caused by ing",0.477499306,TRUE,31.13367174,11.95,10373.81
"A 16-year-old male comes to his doctor worried that he has not yet gone through puberty. He feels that his genitals are less developed than they should be for his age. On physical exam, you note an absence of facial hair and that his voice has not yet deepened. Your exam confirms that he is Tanner Stage 1. On a thorough review of systems, you learn that the patient has lacked a sense of smell from birth. Which of the following is implicated in the development of this patient's underlying condition?",(A) Chromosomal duplication (B) Expansile suprasellar tumor (C) Failure of normal neuronal migration during development (D) Defect in steroid production,Failure of normal neuronal migration during development,(C),"A. The patient has Kallmann syndrome, which is a congen",0.138376206,FALSE,31.10735418,6.74,10380.55
"A 43-year-old woman presents to a physician with weakness and fatigue for a week. She mentions that she has been taking oral fluconazole for the last 4 weeks for the treatment of tinea capitis. She also says that she loves coffee and usually consumes 4–6 cups of coffee every day. On physical examination, her vital signs are stable and examination of all systems, including nervous system, is normal. Her laboratory evaluation reveals that her serum potassium level is 3.1 mmol/L (3.1 mEq/L). The physician orders an ECG. Which of the following findings is most likely to be present?",(A) Widening of QRS complexes (B) Tall peaked T waves (C) Disappearing P waves (D) Depression of ST segment,Depression of ST segment,(D),"B. The patient has hypokalemia and ECG shows tall, pe",0.168049812,FALSE,31.08108108,7.23,10387.78
A 4-month-old girl is brought to the physician because she has been regurgitating and vomiting 10–15 minutes after feeding for the past 3 weeks. She is breastfed and formula-fed. She was born at 38 weeks' gestation and weighed 2966 g (6 lb 9 oz). She currently weighs 5878 g (12 lb 15 oz). She appears healthy. Vital signs are within normal limits. Examination shows a soft and nontender abdomen and no organomegaly. Which of the following is the most appropriate next best step in management?,(A) Esophageal pH monitoring (B) Ultrasound of the abdomen (C) Pantoprazole therapy (D) Positioning therapy,Positioning therapy,(D),C. This patient has gastroesophageal reflux disease (,0.101813078,FALSE,31.05485232,6.9,10394.68
"A 44-year-old man presents to his primary care physician due to a tremor. His tremor has been progressively worsening over the course of several weeks and he feels embarrassed and anxious about going to social events. He says these movements are involuntary and denies having an urge to have these movements. Medical history is significant for depression which is being treated with escitalopram. His mother is currently alive and healthy but his father committed suicide and had a history of depression. Physical examination is remarkable for impaired saccade initiation and brief, abrupt, and non-stereotyped movements involved the right arm. He also has irregular finger tapping. Which of the following is the best treatment for this patient's symptoms?",(A) Carbidopa-levodopa (B) Deutetrabenazine (C) Switch to sertraline (D) Valproic acid,Deutetrabenazine,(B),B. This patient has a tremor and impairment in saccade init,0.203011274,TRUE,31.11298482,7.58,10402.27
"A 65-year-old man presents to the emergency department by ambulance following a motor vehicle accident. He was a restrained passenger. At the hospital, he is bleeding heavily from a large wound in his left leg. A review of medical records reveals a history of atrial fibrillation for which he takes warfarin. His international normalized ratio (INR) 2 days ago was 2.6. On physical exam he is cool and clammy. The vital signs include: heart rate 130/min and blood pressure 96/54 mm Hg. Aggressive resuscitation with intravenous normal saline is begun. Which of the following is the next best step to correct this patient's underlying coagulopathy?",(A) Give cryoprecipitate (B) Give fresh frozen plasma (FFP) (C) Give intravenous vitamin K (D) Give platelets,Give fresh frozen plasma (FFP),(B),B. This patient has a severe coagulopathy due to the,-0.031381793,TRUE,31.17101938,7.8,10410.07
"A 32-year-old woman comes to the physician because of worsening fatigue and shortness of breath. Her symptoms began 8 months ago and have progressively worsened since then. She had recurrent episodes of joint pain and fever during childhood. She does not smoke or drink alcohol. She emigrated from the Congo with her parents when she was 12 years old. Her temperature is 37.4°C (99.3°F), pulse is 90/min and regular, respirations are 18/min, and blood pressure is 140/90 mm Hg. There is an opening snap followed by a diastolic murmur at the fifth left intercostal space in the midclavicular line. If left untreated, this patient is at greatest risk for which of the following complications?",(A) Esophageal compression (B) Bleeding from intestinal angiodysplasia (C) Left ventricular hypertrophy (D) Ventricular tachycardia,Esophageal compression,(A),"C. The patient has a large pericardial effusion, which is",0.274628907,FALSE,31.14478114,8.28,10418.34
"A 2-day-old boy is evaluated in the newborn nursery after the nurse witnessed the child convulsing. The child was born at 39 weeks gestation to a healthy 32-year-old G1P0 woman. Initial examination after birth was notable for a cleft palate. The child’s temperature is 99°F (37.2°C), blood pressure is 100/60 mmHg, pulse is 115/min, and respirations are 18/min. On exam, he appears somnolent. His face demonstrates periorbital fullness, hypoplastic nares, and small dysmorphic ears. A series of labs are drawn and shown below:

Hemoglobin: 13.1 g/dL
Hematocrit: 40%
Leukocyte count: 4,000/mm^3 with normal differential
Platelet count: 200,000/mm^3

Serum:
Na+: 140 mEq/L
Cl-: 100 mEq/L
K+: 3.8 mEq/L
HCO3-: 25 mEq/L
BUN: 19 mg/dL
Glucose: 110 mg/dL
Creatinine: 1.0 mg/dL
Ca2+: 7.9 mg/dL
Phosphate: 4.7 mg/dL

This patient is deficient in a hormone that has which of the following functions?",(A) Activates 1-alpha-hydroxylase (B) Activates 25-alpha-hydroxylase (C) Inhibits 1-alpha-hydroxylase (D) Inhibits 25-alpha-hydroxylase,Activates 1-alpha-hydroxylase,(A),"A. This patient has congenital adrenal hyperplasia, which",0.137517482,TRUE,31.20269134,14.83,10433.17
A 65-year-old female with chronic renal failure presents with recent onset of bone pain. Serum analysis reveals decreased levels of calcium and elevated levels of parathyroid hormone. One of the mechanisms driving the elevated PTH is most similar to that seen in:,(A) End stage liver failure (B) Insufficient Ca intake (C) Parathyroid adenoma (D) Sarcoidosis,End stage liver failure,(A),"C. The patient has secondary hyperparathyroidism, which is caused",0.27103579,FALSE,31.17647059,5.6,10438.78
"A 41-year-old woman with subclinical hypothyroidism comes to the physician because of a 6-month history of progressively worsening headaches and irregular menses. Her menses had previously occurred at regular 30-day intervals with moderate flow, but her last menstrual period was 12 weeks ago. She also reports that her interest in sexual intercourse has recently decreased. Her serum prolactin level is elevated. Which of the following is the most appropriate pharmacotherapy for this patient?",(A) Bromocriptine (B) Estrogen (C) Metoclopromide (D) L-thyroxine,Bromocriptine,(A),D. Subclinical hypothyroidism is associated with elevated pro,0.032980192,FALSE,31.15029387,6.24,10445.01
"A 17-year-old boy presents to the office with allergic rhinitis. He reports symptoms of sneezing, nasal congestion, itching, and postnasal drainage every September at the start of the school year. He has a family history of childhood asthma and eczema. He has not tried any medications for his allergies. Which of the following medications is the most appropriate next step to manage the patient's symptoms?",(A) Intranasal antihistamines (B) Intranasal cromolyn sodium (C) Intranasal decongestants (D) Intranasal corticosteroids,Intranasal corticosteroids,(D),D. The most appropriate next step to manage the patient's symptoms is,0.142141789,TRUE,31.20805369,6.27,10451.29
"A 30-year-old woman comes to the emergency department because of fever, watery diarrhea, and abdominal cramping for the past 24 hours. She recently went to an international food fair. Her temperature is 39°C (102.2°F). Physical examination shows increased bowel sounds. Stool cultures grow gram-positive, spore-forming, anaerobic rods that produce alpha toxin. The responsible organism also causes which of the following physical examination findings?","(A) Diffuse, flaccid bullae (B) Subcutaneous crepitus (C) Rose spots (D) Petechial rash",Subcutaneous crepitus,(B),B. Subcutaneous crepitus is a characteristic finding in necrot,0.819825172,TRUE,31.26571668,6.66,10457.95
"A 24-year-old woman comes to the physician for preconceptional advice. She has been married for 2 years and would like to conceive within the next year. Menses occur at regular 30-day intervals and last 4 days with normal flow. She does not smoke or drink alcohol and follows a balanced diet. She takes no medications. She is 160 cm (5 ft 3 in) tall and weighs 55 kg (121 lb); BMI is 21.5 kg/m2. Physical examination, including pelvic examination, shows no abnormalities. She has adequate knowledge of the fertile days of her menstrual cycle. Which of the following is most appropriate recommendation for this patient at this time?",(A) Begin folate supplementation (B) Begin vitamin B12 supplementation (C) Begin iron supplementation (D) Gain 2 kg prior to conception,Begin folate supplementation,(A),A. Folic acid deficiency is associated with neural tube defects,0.374369293,TRUE,31.32328308,7.95,10465.9
"A 34-year-old woman with a history of depression is brought to the emergency department by her husband 45 minutes after ingesting an unknown amount of a termite poison in a suicide attempt. She has abdominal pain, nausea, and vomiting. Her husband reports that she has had two episodes of watery diarrhea on the way to the emergency department. A distinct, garlic-like odor on the breath is noted on examination. An ECG shows sinus tachycardia and QTc prolongation. Administration of which of the following is most appropriate?",(A) N-acetylcysteine (B) Fomepizole (C) Deferoxamine (D) Dimercaprol,Dimercaprol,(D),B. The patient has a history of depression and ingested an unknown amount,-0.042465154,FALSE,31.29707113,6.74,10472.64
"A 30-year-old patient comes to the emergency room with a chief complaint of left chest pain and a productive cough with purulent sputum for 1 week. He also complains of shortness of breath. He said he had been previously diagnosed with influenza but did not follow the doctor’s instructions. His vitals include: heart rate 70/min, respiratory rate 22/min, temperature 38.7°C (101.7°F), blood pressure 120/60 mm Hg, and SO2 80%. His hemogram and chest X-ray findings are as follows:
Hemoglobin 14 mg/dL
Hematocrit 45%
Leukocyte count 12,000/mm3
Neutrophils 82%
Lymphocytes 15%
Monocytes 3%
Platelet count 270,000/mm3
Chest X-ray alveolar infiltrates in the left base with air bronchograms
What is the most likely diagnosis?",(A) Sarcoidosis (B) Pneumonia (C) Lung cancer (D) Tuberculosis,Pneumonia,(B),B. The patient has a productive cough and purulent sput,0.457929283,TRUE,31.35451505,9.4,10482.03
"While playing in the woods with friends, a 14-year-old African-American male is bitten by an insect. Minutes later he notices swelling and redness at the site of the insect bite. Which substance has directly led to the wheal formation?",(A) IFN-gamma (B) Histamine (C) IL-22 (D) IL-4,Histamine,(B),(A). The wheal is a result of histamine release from m,0.631114423,FALSE,31.3283208,5.31,10487.35
"A 76-year-old male with a history of chronic uncontrolled hypertension presents to the emergency room following an episode of syncope. He reports that he felt lightheaded and experienced chest pain while walking his dog earlier in the morning. He notes that he has experienced multiple similar episodes over the past year. A trans-esophageal echocardiogram demonstrates a thickened, calcified aortic valve with left ventricular hypertrophy. Which of the following heart sounds would likely be heard on auscultation of this patient?",(A) Diastolic rumble following an opening snap with an accentuated S1 (B) Early diastolic high-pitched blowing decrescendo murmur that is loudest at the left sternal border (C) Crescendo-decrescendo murmur radiating to the carotids that is loudest at the right upper sternal border (D) Midsystolic click that is most prominent that is loudest at the apex,Crescendo-decrescendo murmur radiating to the carotids that is loudest at the right upper sternal border,(C),A. Diastolic rumble following an opening snap with an accent,0.478760839,FALSE,31.30217028,8.21,10495.56
"A 43-year-old Caucasian male spent the past month on a business trip in the Caribbean. Two weeks following his return, he began experiencing diarrhea, pain in his abdomen, and a headache. He presents to the hospital and is noted to be febrile with prominent rose-colored spots on his chest and abdomen. Following recovery, the patient may become a carrier of the bacteria with the bacteria heavily localized to the:",(A) Gallbladder (B) CD4 T-helper cells (C) Lungs (D) Sensory ganglia,Gallbladder,(A),A. The organism is known as Leptospira interrogans,-0.026247922,TRUE,31.35946622,6.26,10501.82
"A clinical study is studying new genetic gene-based therapies for children and adults with sickle cell disease. The patients were informed that they were divided into two age groups since younger patients suffer from different complications of the disease. The pediatric group is more likely to suffer from which of the complications?
I. Splenic sequestration
II. Avascular necrosis
III. Pulmonary hypertension
IV. Acute chest syndrome
V. Nephropathy","(A) I, IV, V (B) I, II, IV (C) III, IV (D) I, IV","I, IV",(D),(A). Splenic sequestration is a complication of,0.119691923,FALSE,31.33333333,6.38,10508.2
"A 21-year-old Cambodian patient with a history of rheumatic heart disease presents to his primary care physician for a routine check-up. He reports being compliant with monthly penicillin G injections since being diagnosed with rheumatic fever at age 15. He denies any major side effects from the treatment, except for the inconvenience of organizing transportation to a physician's office every month. On exam, the patient is found to have a loud first heart sound and a mid-diastolic rumble that is best heard at the apex. Which of the following is the next best step?","(A) Stop penicillin therapy in 4 years (B) Decrease frequency of injections to bimonthly (C) Switch to intramuscular cefotaxime, which has fewer side effects (D) Continue intramuscular penicillin therapy",Continue intramuscular penicillin therapy,(D),C. The patient is compliant with his current treatment regimen and does,0.297082067,FALSE,31.30724396,7.79,10515.99
"A 56-year-old woman presents to the emergency department with muscle weakness. She reports her symptoms have progressively worsened over the course of 2 weeks and are most significant in her lower extremities. She also notices increased urinary frequency. Approximately 1 month ago she was diagnosed with a calcium phosphate nephrolithiasis. Medical history is significant for rheumatoid arthritis diagnosed approximately 10 years ago treated with methotrexate, and type II diabetes mellitus treated with metformin. Her temperature is 98.6°F (37°C), blood pressure is 138/92 mmHg, pulse is 92/min, and respirations are 17/min. On physical exam, there is mild tenderness to palpation of the metacarpophalangeal and proximal interphalangeal joints. There is 4/5 power throughout the lower extremity. Laboratory testing is shown.

Serum:
Na+: 137 mEq/L
Cl-: 106 mEq/L
K+: 2.9 mEq/L
HCO3-: 18 mEq/L
Glucose: 115 mg/dL
Creatinine: 1.0 mg/dL
Urine pH: 5.6

Which of the following is the best next step in management?",(A) Administer intravenous insulin (B) Administer intravenous sodium bicarbonate (C) Begin potassium replacement therapy with dextrose (D) Increase the methotrexate dose,Administer intravenous sodium bicarbonate,(B),A. The patient has a metabolic acidosis and hypokalem,0.284483433,FALSE,31.281198,12.57,10528.55
"A 32-year-old woman comes to the office for a regular follow-up. She was diagnosed with type 2 diabetes mellitus 4 years ago. Her last blood test showed a fasting blood glucose level of 6.6 mmol/L (118.9 mg/dL) and HbA1c of 5.1%. No other significant past medical history. Current medications are metformin and a daily multivitamin. No significant family history. The physician wants to take her blood pressure measurements, but the patient states that she measures it every day in the morning and in the evening and even shows him a blood pressure diary with all the measurements being within normal limits. Which of the following statements is correct?",(A) The physician should not measure the blood pressure in this patient and should simply make a note in a record showing the results from the patient’s diary. (B) The physician has to measure the patient’s blood pressure because it is a standard of care for any person with diabetes mellitus who presents for a check-up. (C) The physician should not measure the blood pressure in this patient because the local standards of care in the physician’s office differ from the national standards of care so measurements of this patient’s blood pressure can not be compared to diabet (D) Assessment of blood pressure only needs to be done at the initial visit; it is not necessary to measure blood pressure in this patient at any follow-up appointments.,The physician has to measure the patient’s blood pressure because it is a standard of care for any person with diabetes mellitus who presents for a check-up.,(B),(B). The physician has to measure the patient's blood pressure because,0.800575137,TRUE,31.33832086,10.71,10539.26
"A 72-year-old woman is brought to the emergency department for right hip pain 1 hour after she fell while walking around in her house. She has been unable to stand or walk since the fall. She has hypertension and gout. Her sister died of multiple myeloma at the age of 55 years. Current medications include amlodipine and febuxostat. She does not smoke cigarettes. She drinks a glass of wine daily. Her temperature is 37.3°C (99.1°F), pulse is 101/min, and blood pressure is 128/86 mm Hg. Examination shows right groin tenderness. Range of motion of the right hip is limited by pain. The remainder of the examination shows no abnormalities. A complete blood count and serum creatinine concentration are within the reference range. An x-ray of the hip shows a linear fracture of the right femoral neck. She is scheduled for surgery. Which of the following is the most likely underlying cause of this patient's fracture?",(A) Reduced osteoblastic activity (B) Monoclonal antibody production (C) Impaired bone mineralization (D) Defective osteoclast function,Reduced osteoblastic activity,(A),A. Osteoporosis is a disease of reduced osteoblast,0.643773615,TRUE,31.39534884,9.54,10548.81
"A 47-year-old man presents as a new patient at an outpatient clinic. He has never seen a physician before, but was motivated by his 40-year-old brother's recent heart attack and seeks to optimize his health. In particular, he read that uncontrolled atherosclerosis can lead to a heart attack. Which molecule is downregulated in response to the advent of atherosclerosis?",(A) Thromboxane A2 (B) Nitric oxide (C) Interleukin 1 (D) Tumor necrosis factor,Nitric oxide,(B),(A). The answer is A. Increased thromboxane A,0.264907926,FALSE,31.36929461,6.23,10555.03
"A newborn is brought to the emergency department by his parents with violent vomiting. It started about 3 days ago and has slowly gotten worse. He vomits after most feedings but seems to keep some formula down. His mother notes that he is eager to feed between episodes and seems to be putting on weight. Other than an uncomplicated course of chlamydia conjunctivitis, the infant has been healthy. He was born at 39 weeks gestation via spontaneous vaginal delivery. He is up to date on all vaccines and is meeting all developmental milestones. The physical exam is significant for a palpable mass in the right upper quadrant. What is the first-line confirmatory diagnostic test and associated finding?",(A) Barium upper GI series; GE junction and portion of the stomach in thorax (B) Barium upper GI series; bird beak sign and corkscrewing (C) Air enema; filling defect and coil spring sign (D) Abdominal ultrasound; elongated pyloric channel and muscle hypertrophy,Abdominal ultrasound; elongated pyloric channel and muscle hypertrophy,(D),(A). The first-line confirmatory diagnostic test is a b,0.244470149,FALSE,31.34328358,8.72,10563.75
"A 32-year-old pregnant woman presents to the clinic with complaints of cramping, abdominal pain, and severe watery diarrhea for the past 3 days. She also is nauseous and complains of fever and malaise. She was started on a 7-day course of amoxicillin after being admitted to the hospital for pyelonephritis 5 days ago. The vital signs include heart rate 98/min, respiratory rate 16/min, temperature 38.9°C (102.0°F), and blood pressure 92/56 mm Hg. Physical examination reveals abdominal distention with diffuse tenderness. Laboratory studies show a peripheral white blood cell (WBC) count of 15,000/mm3 and stool guaiac positive for occult blood. Which of the following is the best pharmacotherapy for her condition?",(A) Metronidazole (B) Rifaximin (C) IV metronidazole plus oral vancomycin (D) Oral vancomycin,Oral vancomycin,(D),"C. This patient has severe diarrhea and abdominal pain,",0.272880912,FALSE,31.31731566,8.89,10572.65
"A 26-year-old woman (gravida 3 para 1) with no prenatal care delivers a boy at 37 weeks gestation. His Apgar score is 5 at 1 minute and 8 at 5 minutes. His weight is 2.1 kg (4.2 lb) and length is 47 cm (1 ft 7 in). The mother’s history is significant for chronic pyelonephritis, atrial fibrillation, and gastroesophageal reflux disease. She has a 5-pack-year smoking history and also reports alcohol consumption during pregnancy. Examination of the infant shows a short depressed nasal bridge, wide nose, brachydactyly, and a short neck. Ophthalmoscopy reveals bilateral cataracts. What is the most likely cause of the newborn’s symptoms?",(A) Omeprazole (B) Gentamicin (C) Alcohol (D) Warfarin,Warfarin,(D),"C. The infant has fetal alcohol syndrome, which is characterized",0.017531089,FALSE,31.29139073,8.1,10580.75
"An 8-year-old girl is brought to the physician because of repetitive involuntary movements, including neck twisting, grimacing, grunting, and blinking, for the past 18 months. Her symptoms seem to improve with concentration and worsen with fatigue. During the past 3 months, they have become so severe that she has missed many school days. Her mother says she also has too much anxiety about her involuntary movements to see her friends and prefers staying home in her room. Her birth and development until 18 months ago were normal. Her father suffers from bipolar disorder. Vital signs are within normal limits. Mental status examination shows intact higher mental function and thought processes. Neurological examination shows multiple motor and vocal tics. Physical examination is otherwise within normal limits. Which of the following is the most appropriate initial pharmacotherapy for this condition?",(A) Alprazolam (B) Risperidone (C) Fluoxetine (D) Chlorpromazine,Risperidone,(B),D. Tourette syndrome is a neuropsychiatric,0.189786017,FALSE,31.26550868,8.18,10588.92
"A 55-year-old man presents to his primary care provider with increased urinary frequency. Over the past 3 months, he has been urinating 2-3 times more often than usual. He has started to feel dehydrated and has increased his water intake to compensate. He works as a bank teller. He has a 25-pack-year smoking history and drinks 8-10 beers per week. His temperature is 98°F (36.8°C), blood pressure is 114/68 mmHg, pulse is 100/min, and respirations are 18/min. Capillary refill is 3 seconds. His mucous membranes appear dry. The patient is instructed to hold all water intake. Urine specific gravity is 1.002 after 12 hours of water deprivation. The patient is given desmopressin but his urine specific gravity remains relatively unchanged. Which of the following is the most appropriate pharmacologic treatment for this patient's condition?",(A) Desmopressin (B) Furosemide (C) Mannitol (D) Metolazone,Metolazone,(D),"B. This patient has diabetes insipidus, which is character",0.035844065,FALSE,31.23966942,9.31,10598.23
"A 17-year-old boy comes to the physician because of a nonpruritic rash on his chest for 1 week. He returned from a trip to Puerto Rico 10 days ago. He started using a new laundry detergent after returning. He has type 1 diabetes mellitus controlled with insulin. His mother has Hashimoto thyroiditis, and his sister has severe facial acne. Examination of the skin shows multiple, nontender, round, hypopigmented macules on the chest and trunk. There is fine scaling when the lesions are scraped with a spatula. Which of the following is the most likely underlying mechanism of this patient's symptoms?",(A) Autoimmune destruction of melanocytes (B) Increased growth of Malassezia globosa (C) Antigen uptake by Langerhans cells (D) Infection with Trichophyton rubrum,Increased growth of Malassezia globosa,(B),"A. The patient has vitiligo, which is an autoimmune disease",0.174590334,FALSE,31.21387283,7.54,10605.77
