complexity,length_type,language,q_length,a_length,temperature,real_code,print_code,no_code,explanation
1,0,Maple,50,83,0.5,0,0,0,0
2,0,Maple,60,106,0.5,0,0,0,0
2,0,Maple,56,43,0.5,0,0,0,0
2,0,Maple,53,178,0.5,0,0,0,0
2,0,Maple,54,106,0.5,0,0,0,0
2,0,Maple,63,162,0.5,0,0,0,0
2,0,Maple,59,284,0.5,0,0,0,0
2,0,Maple,60,6,0.5,0,0,0,0
2,0,Maple,59,21,0.5,0,0,0,0
2,0,Maple,72,56,0.5,0,0,0,0
2,0,Maple,72,255,0.5,0,0,0,0
3,0,Maple,62,993,0.5,0,0,0,0
3,0,Maple,69,299,0.5,0,0,0,0
3,0,Maple,68,62,0.5,0,0,0,0
3,0,Maple,68,6,0.5,0,0,0,0
3,0,Maple,68,1576,0.5,0,0,0,0
3,0,Maple,90,38,0.5,0,0,0,0
3,0,Maple,82,227,0.5,0,0,0,0
3,0,Maple,73,73,0.5,0,0,0,0
3,0,Maple,74,242,0.5,0,0,0,0
3,0,Maple,70,585,0.5,0,0,0,0
random,0,Maple,77,135,0.5,0,0,0,0
random,0,Maple,79,62,0.5,0,0,0,0
random,0,Maple,90,29,0.5,0,0,0,0
1,0,Mathematica,68,127,0.6,0,0,0,0
1,0,Mathematica,64,169,0.6,0,0,0,0
1,0,Mathematica,64,96,0.6,0,0,0,0
1,0,Mathematica,66,126,0.6,0,0,0,0
1,0,Mathematica,73,84,0.6,0,0,0,0
1,0,Mathematica,65,68,0.6,0,0,0,0
1,0,Mathematica,70,209,0.6,0,0,0,0
1,0,Mathematica,66,134,0.6,0,0,0,0
1,0,Mathematica,50,70,0.6,0,0,0,0
1,0,Mathematica,56,217,0.6,0,0,0,0
2,0,Mathematica,66,50,0.6,0,0,0,0
2,0,Mathematica,62,1365,0.6,0,0,0,0
2,0,Mathematica,59,183,0.6,0,0,0,0
2,0,Mathematica,60,393,0.6,0,0,0,0
2,0,Mathematica,69,19,0.6,0,0,0,0
2,0,Mathematica,65,177,0.6,0,0,0,0
2,0,Mathematica,66,134,0.6,0,0,0,0
2,0,Mathematica,65,186,0.6,0,0,0,0
2,0,Mathematica,78,18,0.6,0,0,0,0
2,0,Mathematica,78,23,0.6,0,0,0,0
3,0,Mathematica,68,161,0.6,0,0,0,0
3,0,Mathematica,75,120,0.6,0,0,0,0
3,0,Mathematica,74,406,0.6,0,0,0,0
3,0,Mathematica,74,135,0.6,0,0,0,0
3,0,Mathematica,74,26,0.6,0,0,0,0
3,0,Mathematica,96,333,0.6,0,0,0,0
3,0,Mathematica,88,85,0.6,0,0,0,0
3,0,Mathematica,79,234,0.6,0,0,0,0
3,0,Mathematica,80,153,0.6,0,0,0,0
3,0,Mathematica,76,92,0.6,0,0,0,0
random,0,Mathematica,83,246,0.6,0,0,0,0
random,0,Mathematica,85,59,0.6,0,0,0,0
random,0,Mathematica,96,79,0.6,0,0,0,0
1,0,Python,63,49,0.6,0,0,0,0
1,0,Python,59,63,0.6,0,0,0,0
1,0,Python,59,182,0.6,0,0,0,0
1,0,Python,61,550,0.6,0,0,0,0
1,0,Python,68,22,0.6,0,0,0,0
1,0,Python,60,37,0.6,0,0,0,0
1,0,Python,65,298,0.6,0,0,0,0
1,0,Python,61,190,0.6,0,0,0,0
1,0,Python,45,135,0.6,0,0,0,0
1,0,Python,51,24,0.6,0,0,0,0
2,0,Python,61,187,0.6,0,0,0,0
2,0,Python,57,76,0.6,0,0,0,0
2,0,Python,54,12,0.6,0,0,0,0
2,0,Python,55,189,0.6,0,0,0,0
2,0,Python,64,63,0.6,0,0,0,0
2,0,Python,60,259,0.6,0,0,0,0
2,0,Python,61,34,0.6,0,0,0,0
2,0,Python,60,262,0.6,0,0,0,0
2,0,Python,73,164,0.6,0,0,0,0
2,0,Python,73,235,0.6,0,0,0,0
3,0,Python,63,39,0.6,0,0,0,0
3,0,Python,70,1721,0.6,0,0,0,0
3,0,Python,69,78,0.6,0,0,0,0
3,0,Python,69,97,0.6,0,0,0,0
3,0,Python,69,300,0.6,0,0,0,0
3,0,Python,91,1045,0.6,0,0,0,0
3,0,Python,83,11,0.6,0,0,0,0
3,0,Python,74,24,0.6,0,0,0,0
3,0,Python,75,72,0.6,0,0,0,0
3,0,Python,71,178,0.6,0,0,0,0
random,0,Python,78,1002,0.6,0,0,0,0
random,0,Python,80,80,0.6,0,0,0,0
random,0,Python,91,113,0.6,0,0,0,0
1,0,Maple,62,1575,0.6,0,0,0,0
1,0,Maple,58,273,0.6,0,0,0,0
1,0,Maple,58,11,0.6,0,0,0,0
1,0,Maple,60,92,0.6,0,0,0,0
1,0,Maple,67,220,0.6,0,0,0,0
1,0,Maple,59,62,0.6,0,0,0,0
1,0,Maple,64,164,0.6,0,0,0,0
1,0,Maple,60,302,0.6,0,0,0,0
1,0,Maple,44,1165,0.6,0,0,0,0
1,0,Maple,50,377,0.6,0,0,0,0
2,0,Maple,60,189,0.6,0,0,0,0
2,0,Maple,56,38,0.6,0,0,0,0
2,0,Maple,53,79,0.6,0,0,0,0
2,0,Maple,54,1238,0.6,0,0,0,0
2,0,Maple,63,327,0.6,0,0,0,0
2,0,Maple,59,72,0.6,0,0,0,0
2,0,Maple,60,190,0.6,0,0,0,0
2,0,Maple,59,276,0.6,0,0,0,0
2,0,Maple,72,187,0.6,0,0,0,0
2,0,Maple,72,48,0.6,0,0,0,0
3,0,Maple,62,1119,0.6,0,0,0,0
3,0,Maple,69,104,0.6,0,0,0,0
3,0,Maple,68,276,0.6,0,0,0,0
3,0,Maple,68,688,0.6,0,0,0,0
3,0,Maple,68,386,0.6,0,0,0,0
3,0,Maple,90,24,0.6,0,0,0,0
3,0,Maple,82,108,0.6,0,0,0,0
3,0,Maple,73,73,0.6,0,0,0,0
3,0,Maple,74,413,0.6,0,0,0,0
3,0,Maple,70,146,0.6,0,0,0,0
random,0,Maple,77,32,0.6,0,0,0,0
random,0,Maple,79,75,0.6,0,0,0,0
random,0,Maple,90,571,0.6,0,0,0,0
1,0,Mathematica,68,113,0.7,0,0,0,0
1,0,Mathematica,64,1171,0.7,0,0,0,0
1,0,Mathematica,64,189,0.7,0,0,0,0
1,0,Mathematica,66,61,0.7,0,0,0,0
1,0,Mathematica,73,166,0.7,0,0,0,0
1,0,Mathematica,65,80,0.7,0,0,0,0
1,0,Mathematica,70,18,0.7,0,0,0,0
1,0,Mathematica,66,337,0.7,0,0,0,0
1,0,Mathematica,50,817,0.7,0,0,0,0
1,0,Mathematica,56,7,0.7,0,0,0,0
2,0,Mathematica,66,256,0.7,0,0,0,0
2,0,Mathematica,62,90,0.7,0,0,0,0
2,0,Mathematica,59,1018,0.7,0,0,0,0
2,0,Mathematica,60,177,0.7,0,0,0,0
2,0,Mathematica,69,209,0.7,0,0,0,0
2,0,Mathematica,65,123,0.7,0,0,0,0
2,0,Mathematica,66,1585,0.7,0,0,0,0
2,0,Mathematica,65,44,0.7,0,0,0,0
2,0,Mathematica,78,190,0.7,0,0,0,0
2,0,Mathematica,78,97,0.7,0,0,0,0
3,0,Mathematica,68,118,0.7,0,0,0,0
3,0,Mathematica,75,140,0.7,0,0,0,0
3,0,Mathematica,74,271,0.7,0,0,0,0
3,0,Mathematica,74,33,0.7,0,0,0,0
3,0,Mathematica,74,974,0.7,0,0,0,0
3,0,Mathematica,96,1648,0.7,0,0,0,0
3,0,Mathematica,88,33,0.7,0,0,0,0
3,0,Mathematica,79,418,0.7,0,0,0,0
3,0,Mathematica,80,276,0.7,0,0,0,0
3,0,Mathematica,76,286,0.7,0,0,0,0
random,0,Mathematica,83,238,0.7,0,0,0,0
random,0,Mathematica,85,271,0.7,0,0,0,0
random,0,Mathematica,96,7,0.7,0,0,0,0
1,0,Python,63,148,0.7,0,0,0,0
1,0,Python,59,72,0.7,0,0,0,0
1,0,Python,59,28,0.7,0,0,0,0
1,0,Python,61,271,0.7,0,0,0,0
1,0,Python,68,12,0.7,0,0,0,0
1,0,Python,60,29,0.7,0,0,0,0
1,0,Python,65,1693,0.7,0,0,0,0
1,0,Python,61,136,0.7,0,0,0,0
1,0,Python,45,99,0.7,0,0,0,0
1,0,Python,51,250,0.7,0,0,0,0
2,0,Python,61,66,0.7,0,0,0,0
2,0,Python,57,143,0.7,0,0,0,0
2,0,Python,54,181,0.7,0,0,0,0
2,0,Python,55,839,0.7,0,0,0,0
2,0,Python,64,160,0.7,0,0,0,0
2,0,Python,60,339,0.7,0,0,0,0
2,0,Python,61,116,0.7,0,0,0,0
2,0,Python,60,232,0.7,0,0,0,0
2,0,Python,73,252,0.7,0,0,0,0
2,0,Python,73,37,0.7,0,0,0,0
3,0,Python,63,39,0.7,0,0,0,0
3,0,Python,70,74,0.7,0,0,0,0
3,0,Python,69,199,0.7,0,0,0,0
3,0,Python,69,82,0.7,0,0,0,0
3,0,Python,69,78,0.7,0,0,0,0
3,0,Python,91,57,0.7,0,0,0,0
3,0,Python,83,258,0.7,0,0,0,0
3,0,Python,74,85,0.7,0,0,0,0
3,0,Python,75,178,0.7,0,0,0,0
3,0,Python,71,80,0.7,0,0,0,0
random,0,Python,78,123,0.7,0,0,0,0
random,0,Python,80,45,0.7,0,0,0,0
random,0,Python,91,123,0.7,0,0,0,0
1,0,Maple,62,30,0.7,0,0,0,0
1,0,Maple,58,114,0.7,0,0,0,0
1,0,Maple,58,109,0.7,0,0,0,0
1,0,Maple,60,47,0.7,0,0,0,0
1,0,Maple,67,205,0.7,0,0,0,0
1,0,Maple,59,452,0.7,0,0,0,0
1,0,Maple,64,84,0.7,0,0,0,0
1,0,Maple,60,196,0.7,0,0,0,0
1,0,Maple,44,36,0.7,0,0,0,0
1,0,Maple,50,18,0.7,0,0,0,0
2,0,Maple,60,196,0.7,0,0,0,0
2,0,Maple,56,30,0.7,0,0,0,0
2,0,Maple,53,457,0.7,0,0,0,0
2,0,Maple,54,299,0.7,0,0,0,0
2,0,Maple,63,51,0.7,0,0,0,0
2,0,Maple,59,340,0.7,0,0,0,0
2,0,Maple,60,279,0.7,0,0,0,0
2,0,Maple,59,137,0.7,0,0,0,0
2,0,Maple,72,137,0.7,0,0,0,0
2,0,Maple,72,101,0.7,0,0,0,0
3,0,Maple,62,90,0.7,0,0,0,0
3,0,Maple,69,175,0.7,0,0,0,0
3,0,Maple,68,133,0.7,0,0,0,0
3,0,Maple,68,45,0.7,0,0,0,0
3,0,Maple,68,109,0.7,0,0,0,0
3,0,Maple,90,88,0.7,0,0,0,0
3,0,Maple,82,176,0.7,0,0,0,0
3,0,Maple,73,1454,0.7,0,0,0,0
3,0,Maple,74,53,0.7,0,0,0,0
3,0,Maple,70,1597,0.7,0,0,0,0
random,0,Maple,77,310,0.7,0,0,0,0
random,0,Maple,79,171,0.7,0,0,0,0
random,0,Maple,90,299,0.7,0,0,0,0
