question,options,correct_answer,correct_index,inference,similarity,is_correct,accumulated_accuracy,cycle_time (sec),elapsed_time (sec)
"A 24-year-old man presents to the emergency department after a motor vehicle collision. He was the front seat and unrestrained driver in a head on collision. His temperature is 99.2°F (37.3°C), blood pressure is 90/65 mmHg, pulse is 152/min, respirations are 16/min, and oxygen saturation is 100% on room air. Physical exam is notable for a young man who opens his eyes spontaneously and is looking around. He answers questions with inappropriate responses but discernible words. He withdraws from pain but does not have purposeful movement. Which of the following is this patient’s Glasgow coma scale?",(A) 7 (B) 11 (C) 13 (D) 15,11,(B),"Question: A 24-year-old man presents to the emergency department after a motor vehicle collision. He was the front seat and unrestrained driver in a head on collision. His temperature is 99.2°F (37.3°C), blood pressure is 90/65 mmHg, pulse is 152/min, respirations are 16/min, and oxygen saturation is 100% on room air. Physical exam is notable for a young man who opens his eyes spontaneously and is looking around. He answers questions with inappropriate responses but discernible words. He withdraws from pain but does not have purposeful movement. Which of the following is this patient’s Glasgow coma scale?. Options: (A) 7 (B) 11 (C) 13 (D) 15. Answer:The Glasgow Coma Scale (GCS) is a widely used tool for",0.04369647055864334,True,39.310344827586206,19.61,4785.11
"A 34-year-old Caucasian female presents at the ER with fever and sharp pain in her chest upon coughing and inhalation. Three weeks earlier she presented to her rheumatologist with a butterfly rash, joint pain and fatigue and was given a diagnosis of systemic lupus erythematosus. A friction rub is present upon physical exam. Which of the following do you most suspect in this patient?",(A) Pulmonary hypertension (B) Acute myocardial infarction (C) Pericarditis (D) Pericardial tamponade,Pericarditis,(C),(D) Pericardial tamponade,0.5421316027641296,False,39.04109589041096,15.42,4800.53
"A 47-year-old man with a history of alcoholism undergoes an upper endoscopy, which reveals a superficial mucosal tear in the distal esophagus. Laboratory results show a metabolic alkalosis. What is the most likely mechanism of the acid/base disturbance in this patient?",(A) Anemia (B) Vomiting (C) Hypokalemia (D) Hepatic cirrhosis,Vomiting,(B),(A) AnemiaThe most likely mechanism of the acid/base disturbance,0.3005198836326599,False,38.775510204081634,15.17,4815.7
"A 60-year-old man comes to the physician because of flank pain, rash, and blood-tinged urine for 1 day. Two months ago, he was started on hydrochlorothiazide for hypertension. He takes acetaminophen for back pain. Examination shows a generalized, diffuse maculopapular rash. Serum studies show a creatinine concentration of 3.0 mg/dL. Renal ultrasonography shows no abnormalities. Which of the following findings is most likely to be observed in this patient?",(A) Dermal IgA deposition on skin biopsy (B) Crescent-shape extracapillary cell proliferation (C) Mesangial IgA deposits on renal biopsy (D) Urinary eosinophils,Urinary eosinophils,(D),(A) Dermal IgA deposition on skin biopsy,0.18220321834087372,False,38.513513513513516,18.81,4834.51
Nucleic acid amplification testing (NAAT) of first-void urine confirms infection with Chlamydia trachomatis. Treatment with the appropriate pharmacotherapy is started. Which of the following health maintenance recommendations is most appropriate at this time?,"(A) Avoid sun exposure (B) Avoid drinking alcohol (C) Take medication with food (D) Schedule an ophthalmology consultation
""",Avoid sun exposure,(A),The most appropriate health maintenance recommendation at this time would be to avoid drinking alco,0.39031553268432617,False,38.25503355704698,16.24,4850.75
"A 14-year-old boy presents as a new patient to your practice. While conducting your physical exam, you observe the findings depicted in Figures A and B. Which of the following additional findings would most likely be found in this patient?",(A) The presence of ash-leaf spots (B) A family history of seizures and mental retardation (C) Iris hamartomas (D) A white tuft of scalp hair since birth,Iris hamartomas,(C),(A) The presence of ash-leaf spotsThe correct answer is option,0.14375990629196167,False,38.0,16.27,4867.02
"An investigator who studies virology obtains a biopsy from the ulcer base of an active genital herpes lesion for viral culture. The cultured virions, along with herpes simplex virions of a different phenotype, are cointroduced into a human epithelial cell in vitro. The progeny viruses are found to have phenotypes that are distinct from the parent strains. Sequencing of these progeny viruses shows that most genomes have material from both parent strains. These findings are best explained by which of the following terms?",(A) Complementation (B) Recombination (C) Phenotypic mixing (D) Transduction,Recombination,(B),B Recombination,0.9330760836601257,True,38.41059602649007,15.36,4882.38
"A 22-year-old man is rushed to the emergency room with constant, severe right lower abdominal pain that started 7 hours ago in the periumbilical region and later shifted to the right lower quadrant with a gradual increase in intensity. The patient’s blood pressure is 110/80 mm Hg, the heart rate is 76/min, the respiratory rate is 17/min, and the temperature is 37.5℃ (99.5℉). The physical examination shows tenderness, muscle guarding, and rebound over the right lower quadrant of the abdomen. Abdominal sonography shows a dilated appendix with a periappendiceal fluid collection. He is diagnosed with acute appendicitis and undergoes a laparoscopic appendectomy. The histopathologic examination of the removed appendix is shown in the image. Which of the following substances is responsible for attracting the marked cells to the inflamed tissue?",(A) IL-7 (B) IL-8 (C) CCL-11 (D) IL-10,IL-8,(B),"(A) IL-7IL-7, also known as interleuk",0.6671943068504333,False,38.15789473684211,24.0,4906.38
"A 65-year-old man presents to his primary care physician for a pre-operative evaluation. He is scheduled for cataract surgery in 3 weeks. His past medical history is notable for diabetes, hypertension, and severe osteoarthritis of the right knee. His medications include metformin, hydrochlorothiazide, lisinopril, and aspirin. His surgeon ordered blood work 1 month ago, which showed a hemoglobin of 14.2 g/dL, INR of 1.2, and an hemoglobin A1c of 6.9%. His vital signs at the time of the visit show BP: 130/70 mmHg, Pulse: 80, RR: 12, and T: 37.2 C. He has no current complaints and is eager for his surgery. Which of the following is the most appropriate course of action for this patient at this time?",(A) Medically clear the patient for surgery (B) Perform an EKG (C) Schedule the patient for a stress test and ask him to delay surgery for at least 6 months (D) Tell the patient he will have to delay his surgery for at least 1 year,Medically clear the patient for surgery,(A),(A) Medically clear the patient for surgery,0.9731981754302979,True,38.56209150326798,22.83,4929.21
"A 19-year-old African female refugee has been granted asylum in Stockholm, Sweden and has been living there for the past month. She arrived in Sweden with her 2-month-old infant, whom she exclusively breast feeds. Which of the following deficiencies is the infant most likely to develop?",(A) Vitamin A (B) Vitamin B1 (C) Vitamin D (D) Vitamin C,Vitamin D,(C),(A) Vitamin A,0.7469253540039062,False,38.311688311688314,13.53,4942.74
"A 10-year-old girl is brought to the emergency department by her mother 30 minutes after having had a seizure. When her mother woke her up that morning, the girl's entire body stiffened and she started shaking vigorously for several minutes. Her mother also reports that over the past few months, her daughter has had multiple episodes of being unresponsive for less than a minute, during which her eyelids were fluttering. The girl did not recall these episodes afterwards. Upon arrival, she appears drowsy. Neurologic examination shows no abnormalities. Which of the following is the most appropriate pharmacotherapy to prevent recurrence of this patient's symptoms?",(A) Phenytoin (B) Lorazepam (C) Ethosuximide (D) Valproate,Valproate,(D),(D) ValproateValproate is the most appropriate pharmac,0.7511720061302185,True,38.70967741935484,18.4,4961.14
"A 48-year-old female complains of tingling sensation in her fingertips as well as the skin around her mouth which woke her up from sleep. She is in the postoperative floor as she just underwent a complete thyroidectomy for papillary thyroid cancer. Her temperature is 37° C (98.6° F), respirations are 15/min, pulse is 67/min, and blood pressure is 122/88 mm Hg. While recording the blood pressure, spasm of the muscles of the hand and forearm is seen. What is the next best step in the management of this patient?",(A) Propylthiouracil (B) Magnesium replacement (C) Albumin infusion (D) Calcium replacement,Calcium replacement,(D),(A) PropylthiouracilThe correct answer is Pro,0.11911243200302124,False,38.46153846153847,17.64,4978.78
"A 23-year old man is brought to the emergency department by his brother after trying to jump out of a moving car. He says that the Federal Bureau of Investigation has been following him for the last 7 months. He recently quit his job at a local consulting firm to work on his mission to rid the world from evil. He does not smoke, drink alcoholic beverages, or use illicit drugs. He takes no medications. His temperature is 36.7°C (98.1°F), pulse is 90/min, respirations are 20/min, and blood pressure is 120/86 mm Hg. On mental status examination, his response to the first question lasted 5 minutes without interruption. He switched topics a number of times and his speech was pressured. He spoke excessively about his plan to “bring absolute justice to the world”. He has a labile affect. There is no evidence of suicidal ideation. A toxicology screen is negative. He is admitted to the hospital for his symptoms and starts therapy. One week later, he develops difficulty walking and a tremor that improves with activity. Which of the following is the most likely cause of this patient's latest symptoms?",(A) Dopamine antagonist (B) Serotonin–norepinephrine reuptake inhibitor (C) Histamine antagonist (D) Selective serotonin reuptake inhibitor,Dopamine antagonist,(A),(A) Dopamine antagonist,0.9431138634681702,True,38.853503184713375,27.77,5006.55
"A 10-year-old boy is referred to a pediatric neurologist by his pediatrician for lower extremity weakness. The boy is healthy with no past medical history, but his parents began to notice that he was having difficulty at football practice the previous day. Over the course of the past 24 hours, the boy has become increasingly clumsy and has been “tripping over himself.” On further questioning, the boy had a viral illness the previous week and was out of school for 2 days. Today, the patient’s temperature is 99.3°F (37.4°C), blood pressure is 108/72 mmHg, pulse is 88/min, respirations are 12/min. On motor exam, the patient has 5/5 strength in hip flexion, 5/5 strength in knee extension and flexion, 3/5 strength in foot dorsiflexion, and 5/5 strength in foot plantarflexion. The findings are the same bilaterally. On gait exam, the patient exhibits foot drop in both feet. Which of the following areas would the patient most likely have diminished sensation?",(A) First dorsal webspace of foot (B) Lateral foot (C) Lateral plantar foot (D) Medial plantar foot,First dorsal webspace of foot,(A),"Question: A 10-year-old boy is referred to a pediatric neurologist by his pediatrician for lower extremity weakness. The boy is healthy with no past medical history, but his parents began to notice that he was having difficulty at football practice the previous day. Over the course of the past 24 hours, the boy has become increasingly clumsy and has been “tripping over himself.” On further questioning, the boy had a viral illness the previous week and was out of school for 2 days. Today, the patient’s temperature is 99.3°F (37.4°C), blood pressure is 108/72 mmHg, pulse is 88/min, respirations are 12/min. On motor exam, the patient has 5/5 strength in hip flexion, 5/5 strength in knee extension and flexion, 3/5 strength in foot dorsiflexion, and 5/5 strength in foot plantarflexion. The findings are the same bilaterally. On gait exam, the patient exhibits foot drop in both feet. Which of the following areas would the patient most likely have diminished sensation?. Options: (A) First dorsal webspace of foot (B) Lateral foot (C) Lateral plantar foot (D) Medial plantar foot. Answer:The correct answer is (C) Lateral plantar foot.",0.26888737082481384,True,39.24050632911392,24.79,5031.34
"A 35-year-old woman comes to the physician because of a 1-day history of swelling and pain in the left leg. Two days ago, she returned from a business trip on a long-distance flight. She has alcohol use disorder. Physical examination shows a tender, swollen, and warm left calf. Serum studies show an increased homocysteine concentration and a methylmalonic acid concentration within the reference range. Further evaluation of this patient is most likely to show which of the following serum findings?",(A) Increased pyridoxine concentration (B) Increased fibrinogen concentration (C) Decreased cobalamin concentration (D) Decreased folate concentration,Decreased folate concentration,(D),(A) Increased pyridoxine concentrationThe correct answer is,0.46387067437171936,False,38.9937106918239,17.16,5048.5
"A 28-year-old woman comes to the emergency department because of increasing abdominal pain for 2 days. The pain is diffuse and constant, and she describes it as 7 out of 10 in intensity. She has also had numbness in her lower extremities for 12 hours. She has type 1 diabetes mellitus, migraine with aura, and essential tremor. She appears uncomfortable. She is oriented to place and person only. Her temperature is 37°C (98.6°F), pulse is 123/min, and blood pressure is 140/70 mm Hg. Examination shows a distended abdomen with no tenderness to palpation. Bowel sounds are decreased. Muscle strength and sensation is decreased in the lower extremities. There is a tremor of the right upper extremity. Urinalysis shows elevated levels of aminolevulinic acid and porphobilinogen. Which of the following is the most likely cause of this patient's symptoms?",(A) Primidone (B) Flunarizine (C) Metoclopramide (D) Sumatriptan,Primidone,(A),The most likely cause of this patient's symptoms is (D) Sum,0.18876761198043823,False,38.75,24.91,5073.41
"One week after undergoing sigmoidectomy with end colostomy for complicated diverticulitis, a 67-year-old man has upper abdominal pain. During the surgery, he was transfused two units of packed red blood cells. His postoperative course was uncomplicated. Two days ago, he developed fever. He is currently receiving parenteral nutrition through a central venous catheter. He has type 2 diabetes mellitus, hypertension, and hypercholesterolemia. He is oriented to person, but not to place and time. Prior to admission, his medications included metformin, valsartan, aspirin, and atorvastatin. His temperature is 38.9°C (102.0°F), pulse is 120/min, and blood pressure is 100/60 mmHg. Examination shows jaundice of the conjunctivae. Abdominal examination shows tenderness to palpation in the right upper quadrant. There is no rebound tenderness or guarding; bowel sounds are hypoactive. Laboratory studies show:
Leukocytes 13,500 /mm3
Segmented neutrophils 75 %
Serum
Aspartate aminotransferase 140 IU/L
Alanine aminotransferase 85 IU/L
Alkaline phosphatase 150 IU/L
Bilirubin
Total 2.1 mg/dL
Direct 1.3 mg/dL
Amylase 20 IU/L
Which of the following is the most likely diagnosis in this patient?""",(A) Acalculous cholecystitis (B) Small bowel obstruction (C) Acute pancreatitis (D) Hemolytic transfusion reaction,Acalculous cholecystitis,(A),DThe most likely diagnosis in this patient is a hemolytic trans,0.33995965123176575,False,38.50931677018634,32.25,5105.65
"An 82-year-old comes to the physician for a routine checkup. He feels well. He has a history of hypertension, peripheral vascular disease, carotid stenosis, and mild dementia. His father had Parkinson's disease and died of a stroke at the age of 74 years. He has smoked one-half pack of cigarettes daily for 30 years but quit at the age of 50 years. He drinks alcohol in moderation. Current medications include aspirin and lisinopril. He appears healthy. His temperature is 36.9°C (98.4°F), pulse is 73/min, respirations are 12/min, and blood pressure is 142/92 mmHg. Examination shows decreased pedal pulses bilaterally. Ankle jerk and patellar reflexes are absent bilaterally. Sensation to light touch, pinprick, and proprioception is intact bilaterally. Muscle strength is 5/5 bilaterally. He describes the town he grew up in with detail but only recalls one of three words after 5 minutes. Which of the following is the most appropriate next step in management for these findings?",(A) No further workup required (B) Carbidopa-levodopa (C) Prescribe thiamine supplementation (D) Lumbar puncture,No further workup required,(A),D,0.12243009358644485,False,38.2716049382716,22.76,5128.41
"A 28-year-old woman with a history of intravenous drug use is brought to the emergency department because of a 1-day history of fatigue, yellow eyes, confusion, and blood in her stools. She appears ill. Her temperature is 38.1°C (100.6°F). Physical examination shows pain in the right upper quadrant, diffuse jaundice with scleral icterus, and bright red blood in the rectal vault. Further evaluation demonstrates virions in her blood, some of which have a partially double-stranded DNA genome while others have a single-stranded RNA genome. They are found to share an identical lipoprotein envelope. This patient is most likely infected with which of the following pathogens?",(A) Calicivirus (B) Hepevirus (C) Herpesvirus (D) Deltavirus,Deltavirus,(D),(A) CalicivirusThe correct answer is (A) Calic,0.517320990562439,False,38.036809815950924,18.47,5146.88
"A 45-year-old woman comes to the physician because of a 2-week history of fatigue and excessive thirst. During this period, she has not been able to sleep through the night because of the frequent urge to urinate. She also urinates more than usual during the day. She drinks 4–5 liters of water and 1–2 beers daily. She has autosomal dominant polycystic kidney disease, hypertension treated with lisinopril, and bipolar disorder. Therapy with valproic acid was begun after a manic episode 3 months ago. Vital signs are within normal limits. Irregular flank masses are palpated bilaterally. The remainder of the examination shows no abnormalities. Laboratory studies show:
Serum
Na+ 152 mEq/L
K+ 4.1 mEq/L
Cl− 100 mEq/L
HCO3− 25 mEq/L
Creatinine 1.8 mg/dL
Osmolality 312 mOsmol/kg
Glucose 98 mg/dL
Urine osmolality 190 mOsmol/kg
The urine osmolality does not change after 3 hours despite no fluid intake or after administration of desmopressin. Which of the following is the most appropriate next step in management?""",(A) Further water restriction (B) Amiloride therapy (C) Hydrochlorothiazide therapy (D) Desmopressin therapy,Hydrochlorothiazide therapy,(C),(A) Further water restriction,0.2597726881504059,False,37.80487804878049,27.89,5174.78
"A 54-year-old G2P2 presents to her gynecologist's office with complaints of frequent hot flashes, malaise, insomnia, and mild mood swings for 2 weeks. She has also noticed some pain with intercourse and vaginal dryness during this time. She is otherwise healthy besides hyperlipidemia, controlled on atorvastatin. She has no other past medical history, but underwent hysterectomy for postpartum hemorrhage. She is desiring of a medication to control her symptoms. Which of the following is the most appropriate short-term medical therapy in this patient for symptomatic relief?",(A) Hormonal replacement therapy with estrogen alone (B) Hormonal replacement therapy with combined estrogen/progesterone (C) Paroxetine (D) Gabapentin,Hormonal replacement therapy with estrogen alone,(A),(B) Hormonal replacement therapy with combined estrogen/prog,0.9399430155754089,True,38.18181818181819,19.1,5193.88
"A 28-year-old man is brought to the physician by his wife because she is worried about his unusual behavior. Two weeks ago, he was promoted and is now convinced that he will soon take over the firm. He has been working overtime at the office and spends most of his nights at parties. Whenever he comes home, he asks his wife to have sex with him and rarely sleeps more than 3 hours. He has a history of a similar episode and several periods of depression over the past 2 years. He currently takes no medications. He appears impatient, repeatedly jumps up from his seat, and says, “I have more important things to do.” There is no evidence of suicidal ideation. Urine toxicology screening is negative. Long-term treatment with lithium is started. Which of the following parameters should be regularly assessed in this patient while he is undergoing treatment?",(A) Serum thyroid-stimulating hormone (B) Serum aminotransferases (C) Complete blood count with differential (D) Urine culture,Serum thyroid-stimulating hormone,(A),(A) Serum thyroid-stimulating hormone (B,0.9354441165924072,True,38.55421686746988,20.92,5214.8
"A 58-year-old man presents to the emergency department for evaluation of intermittent chest pain over the past 6 months. His history reveals that he has had moderate exertional dyspnea and 2 episodes of syncope while working at his factory job. These episodes of syncope were witnessed by others and lasted roughly 30 seconds. The patient states that he did not have any seizure activity. His vital signs include: blood pressure 121/89 mm Hg, heart rate 89/min, temperature 37.0°C (98.6°F), and respiratory rate 16/min. Physical examination reveals a crescendo-decrescendo systolic murmur in the right second intercostal area. An electrocardiogram is performed, which shows left ventricular hypertrophy. Which of the following is the best next step for this patient?",(A) Cardiac chamber catheterization (B) Chest radiograph (C) Computed tomography (CT) chest scan without contrast (D) Transthoracic echocardiography,Transthoracic echocardiography,(D),(A) Cardiac chamber catheterization,0.4596211314201355,False,38.32335329341318,25.89,5240.69
"A 42-year-old male presents to the emergency department due to severe headaches and palpitations. He has had previous episodes of sweating and headache, but this episode was particularly disabling. Upon presentation, he appears pale and diaphoretic. His temperature is 99.3°F (37.4°C), blood pressure is 162/118 mmHg, pulse is 87/min, and respirations are 20/min. Based on clinical suspicion, an abdominal CT scan is obtained, which shows a retroperitoneal mass. This patient's increased heart rate is most likely due to a change in activity of which of the following channels?","(A) Hyperpolarization-activated, nucleotide-gated channels (B) T-type calcium channels (C) Voltage-gated sodium channels (D) Voltage-gated potassium channels","Hyperpolarization-activated, nucleotide-gated channels",(A),(D) Voltage-gated potassium channels.Explan,0.542158842086792,False,38.095238095238095,18.13,5258.82
"A 24-year-old woman presents to the labor and delivery floor in active labor at 40 weeks gestation. She has a prolonged course but ultimately vaginally delivers an 11 pound boy. On post operative day 2, she is noted to have uterine tenderness and decreased bowel sounds. She states she has been urinating more frequently as well. Her temperature is 102°F (38.9°C), blood pressure is 118/78 mmHg, pulse is 111/min, respirations are 17/min, and oxygen saturation is 98% on room air. Physical exam is notable for a non-distended abdomen and a tender uterus. Pulmonary exam reveals minor bibasilar crackles. Initial laboratory studies and a urinalysis are pending. Which of the following is the most likely diagnosis?",(A) Atelectasis (B) Chorioamnionitis (C) Deep vein thrombosis (D) Endometritis,Endometritis,(D),(B) Chorioamnionitis,0.23299217224121094,False,37.8698224852071,19.88,5278.7
"A 52-year-old farmer presents to his physician with a puncture wound on his left shin. He got this wound accidentally when he felt unwell and went out to his garden ""to catch some air"". He reports he had been treated for tetanus 35 years ago and has received the Tdap vaccine several times since then, but he does not remember when he last received the vaccine. His vital signs are as follows: the blood pressure is 110/80 mm Hg, heart rate is 91/min, respiratory rate is 19/min, and temperature is 37.8°C (100.0°F). On physical examination, he is mildly dyspneic and pale. Lung auscultation reveals diminished vesicular breath sounds in the lower lobes bilaterally with a few inspiratory crackles heard over the left lower lobe. There is a puncture wound 1 cm in diameter that is contaminated with soil in the middle third of the patient’s shin. You order blood tests and an X-ray, and now you are arranging his wound treatment. How should tetanus post-exposure prevention be performed in this case?","(A) The patient should only be administered human tetanus immunoglobulin, because he is acutely ill and febrile, which are contraindications for tetanus toxoid-containing vaccine administration. (B) The patient does not need tetanus post-exposure prevention, because he has a past medical history of tetanus. (C) The patient does not need tetanus post-exposure prevention, because he received the Tdap vaccine several times in the past. (D) The patient should receive both tetanus toxoid-containing vaccine and human tetanus immunoglobulin.",The patient should receive both tetanus toxoid-containing vaccine and human tetanus immunoglobulin.,(D),D,0.044332630932331085,False,37.64705882352941,29.51,5308.21
"A 74-year-old woman is brought to the physician by her husband because of difficulty sleeping for several years. She says that she has been gradually sleeping less each night over the past 2 years. It takes her 20–25 minutes to fall asleep each night and she wakes up earlier in the morning than she used to. On average, she sleeps 5–6 hours each night. She says that she has also been waking up several times per night and needs about 20 minutes before she is able to fall back to sleep. She feels mildly tired in the afternoon but does not take any naps. Her husband reports that she does not snore. The patient drinks two cups of coffee each morning, but she does not smoke or drink alcohol. She takes a 45 minute walk with her husband and their dog every other day. She is 160 cm (5 ft 3 in) tall and weighs 55 kg (121 lb); BMI is 21 kg/m2. Vital signs are within normal limits. On mental status examination, she appears cooperative with a mildly anxious mood and a full range of affect. Which of the following is the most appropriate next step in management?",(A) Sleep restriction (B) Flurazepam (C) Reassurance (D) Paradoxical intention,Reassurance,(C),(A) Sleep restrictionSleep restriction is the most appropriate next step in,0.20145690441131592,False,37.42690058479532,26.31,5334.51
"A 63-year-old man comes to the emergency department because of pain in his left groin for the past hour. The pain began soon after he returned from a walk. He describes it as 8 out of 10 in intensity and vomited once on the way to the hospital. He has had a swelling of the left groin for the past 2 months. He has chronic obstructive pulmonary disease and hypertension. Current medications include amlodipine, albuterol inhaler, and a salmeterol-fluticasone inhaler. He appears uncomfortable. His temperature is 37.4°C (99.3°F), pulse is 101/min, and blood pressure is 126/84 mm Hg. Examination shows a tender bulge on the left side above the inguinal ligament that extends into the left scrotum; lying down or applying external force does not reduce the swelling. Coughing does not make the swelling bulge further. There is no erythema. The abdomen is distended. Bowel sounds are hyperactive. Scattered rhonchi are heard throughout both lung fields. Which of the following is the most appropriate next step in management?",(A) Antibiotic therapy (B) Open surgical repair (C) Surgical exploration of the testicle (D) Laparoscopic surgical repair,Open surgical repair,(B),(A) Antibiotic therapyThe correct answer is (A),0.1915072202682495,False,37.2093023255814,28.67,5363.18
"Certain glucose transporters that are expressed predominantly on skeletal muscle cells and adipocytes are unique compared to those transporters found on other cell types within the body. Without directly affecting glucose transport in other cell types, which of the following would be most likely to selectively increase glucose uptake in skeletal muscle cells and adipocytes?",(A) Increased levels of circulating insulin (B) Increased plasma glucose concentration (C) Decreased plasma glucose concentration (D) It is physiologically impossible to selectively increase glucose uptake in specific cells,Increased levels of circulating insulin,(A),(B) Increased levels of circulating insulin,0.9681566953659058,True,37.57225433526011,22.43,5385.61
"A 12-year-old boy presents to your office with facial swelling and dark urine. He has no other complaints other than a sore throat 3 weeks ago that resolved after 6 days. He is otherwise healthy, lives at home with his mother and 2 cats, has no recent history of travel ,and no sick contacts. On physical examination his temperature is 99°F (37.2°C), blood pressure is 130/85 mmHg, pulse is 80/min, respirations are 19/min, and pulse oximetry is 99% on room air. Cardiopulmonary and abdominal examinations are unremarkable. There is mild periorbital and pedal edema. Urinalysis shows 12-15 RBC/hpf, 2-5 WBC/hpf, and 30 mg/dL protein. Which additional finding would you expect to see on urinalysis?",(A) WBC casts (B) Granular casts (C) Hyaline (D) RBC casts,RBC casts,(D),(A) WBC castsThe correct answer is (A) WBC,0.6878165006637573,False,37.35632183908046,21.65,5407.26
"A 65-year-old male with a history of CHF presents to the emergency room with shortness of breath, lower leg edema, and fatigue. He is diagnosed with acute decompensated congestive heart failure, was admitted to the CCU, and treated with a medication that targets beta-1 adrenergic receptors preferentially over beta-2 adrenergic receptors. The prescribing physician explained that this medication would only be used temporarily as its efficacy decreases within one week due to receptor downregulation. Which of the following was prescribed?",(A) Epinephrine (B) Isoproterenol (C) Norepinephrine (D) Dobutamine,Dobutamine,(D),(B) Isoproterenol,0.2649429738521576,False,37.142857142857146,15.91,5423.17
"A 27-year-old man presents to his primary care physician for his first appointment. He recently was released from prison. The patient wants a checkup before he goes out and finds a job. He states that lately he has felt very fatigued and has had a cough. He has lost roughly 15 pounds over the past 3 weeks. He attributes this to intravenous drug use in prison. His temperature is 99.5°F (37.5°C), blood pressure is 127/68 mmHg, pulse is 100/min, respirations are 18/min, and oxygen saturation is 98% on room air. The patient is started on appropriate treatment. Which of the following is the most likely indication to discontinue this patient's treatment?",(A) Elevated liver enzymes (B) Hyperuricemia (C) Peripheral neuropathy (D) Red body excretions,Elevated liver enzymes,(A),(A) Elevated liver enzymes,0.9640994071960449,True,37.5,17.48,5440.65
"A 60-year-old male presents for a routine health check-up. The patient complains of reduced exercise tolerance for the past 2 years. Also, in the past year, he has noticed chest pain after climbing the stairs in his home. He has no significant past medical history or current medications. The patient reports a 45-pack-year smoking history. The vital signs include temperature 37.0°C (98.6°F), blood pressure 160/100 mm Hg, pulse 72/min, respiratory rate 15/min, and oxygen saturation 99% on room air. His body mass index (BMI) is 34 kg/m2. Physical examination is unremarkable. Laboratory studies show:
Serum total cholesterol 265 mg/dL
HDL 22 mg/dL
LDL 130 mg/dL
Triglycerides 175 mg/dL 
HDL: high-density lipoprotein; LDL: low-density lipoprotein
Which of the following vascular pathologies is most likely present in this patient?",(A) Medial calcific sclerosis (B) Deep venous thrombosis (C) Hyperplastic arteriosclerosis (D) Atherosclerosis,Atherosclerosis,(D),D. Atherosclerosis,0.9471036195755005,True,37.85310734463277,23.23,5463.89
"An 88-year-old woman with no significant medical history is brought to the emergency room by her daughter after a fall, where the woman lightly hit her head against a wall. The patient is lucid and complains of a mild headache. The daughter indicates that her mother did not lose consciousness after the fall. On exam, there are no focal neurological deficits, but you decide to perform a CT scan to be sure there is no intracranial bleeding. The CT scan are within normal limits and head MRI is preformed (shown). Which of the following conditions has the most similar risk factor to this patient's condition?",(A) Thoracic aortic aneurysm (B) Abdominal aortic aneurysm (C) Raynaud's phenomenon (D) Pulmonary embolism,Thoracic aortic aneurysm,(A),(D) Pulmonary embolism.The correct answer is (D,0.34112414717674255,False,37.640449438202246,17.61,5481.5
"While explaining the effects of hypokalemia and hyperkalemia on the cardiac rhythm, a cardiologist explains that the electrophysiology of cardiac tissue is unique. He mentions that potassium ions play an important role in the electrophysiology of the heart, and the resting membrane potential of the cardiac myocytes is close to the equilibrium potential of K+ ions. This is because of the high resting potassium conductance of the ventricular myocytes, which is regulated by specific potassium channels. These are open at rest and are closed when there is depolarization. Which of the following potassium channels is the cardiologist talking about?",(A) Inward rectifier IK1 potassium channels (B) Inward rectifier IKACh potassium channels (C) Fast delayed rectifier IKr potassium channels (D) Transient outward current Ito potassium channels,Inward rectifier IK1 potassium channels,(A),(C) Fast delayed rectifier IKr potassium channels,0.8326283097267151,True,37.988826815642454,18.08,5499.58
"A 34-year-old man presents to his dermatologist with white scaly papules and plaques on his extensor arms, elbows, knees, and shins. Scaly and flaky eruptions are also present on his ears, eyebrows, and scalp. He describes the lesions as being itchy and irritating. When the scales are scraped away, pinpoint bleeding is noted. His vital signs are unremarkable, and physical examination is otherwise within normal limits. Which of the following is the best initial test for this patient’s condition?",(A) Skin biopsy (B) Serum autoantibodies (C) No tests are necessary (D) Wood’s lamp,No tests are necessary,(C),(A) Skin biopsy,0.11740031093358994,False,37.77777777777778,15.3,5514.88
"A 35-year-old man presents with a mass on the central part of his neck. He reports it has been growing steadily for the past 2 weeks, and he has also been experiencing fatigue and recurrent fevers. No significant past medical history. The patient denies any smoking history, or alcohol or recreational drug use. He denies any recent travel in the previous 6 months. On physical examination, there are multiple enlarged submandibular and cervical lymph nodes that are firm, mobile, and non-tender. A biopsy of one of the lymph nodes is performed and shows predominantly lymphocytes and histiocytes present in a pattern ‘resembling popcorn’. A flow cytometry analysis demonstrates cells that are CD19 and CD20 positive and CD15 and CD30 negative. Which of the following is the most likely diagnosis in this patient?",(A) Lymphocyte rich classical Hodgkin lymphoma (B) Nodular lymphocyte-predominant Hodgkin lymphoma (C) Nodular sclerosis classical Hodgkin lymphoma (D) Lymphocyte depleted Hodgkin lymphoma,Nodular lymphocyte-predominant Hodgkin lymphoma,(B),(A) Lymphocyte rich classical Hodgkin lym,0.787462592124939,False,37.569060773480665,22.56,5537.43
