sort_simi_percen_10,gral_simi_percen_10,levenshtein_10,forecasted_10,root_10,to_predict_10,sort_simi_percen_25,gral_simi_percen_25,levenshtein_25,forecasted_25,root_25,to_predict_25,sort_simi_percen_50,gral_simi_percen_50,levenshtein_50,forecasted_50,root_50,to_predict_50,sort_simi_percen_75,gral_simi_percen_75,levenshtein_75,forecasted_75,root_75,to_predict_75,complexity,forecasting_method_name,seq_type
0.0,0.0,3,[4],"[1, 2, 4, 8, 16, 32, 64, 128, 256]",[512],0.0,0.0,4,"[2, 2]","[1, 2, 4, 8, 16, 32, 64, 128]","[256, 512]",0.0,0.0,12,"[169, 129, 156, 207, 279]","[1, 2, 4, 8, 16]","[32, 64, 128, 256, 512]",0.0,0.0,18,"[169, 129, 156, 207, 279, 266, 191]","[1, 2, 4]","[8, 16, 32, 64, 128, 256, 512]",2,timeGPT-1,original
0.0,0.0,4,[7],"[1, 3, 7, 15, 31, 63, 127, 255, 511]",[1023],0.0,0.0,6,"[3, 3]","[1, 3, 7, 15, 31, 63, 127, 255]","[511, 1023]",0.0,0.0,12,"[169, 129, 156, 207, 279]","[1, 3, 7, 15, 31]","[63, 127, 255, 511, 1023]",0.0,0.0,18,"[169, 129, 156, 207, 279, 266, 191]","[1, 3, 7]","[15, 31, 63, 127, 255, 511, 1023]",2,timeGPT-1,original
0.0,0.0,3,[9],"[1, 4, 9, 16, 25, 36, 49, 64, 81]",[100],0.0,0.0,5,"[4, 4]","[1, 4, 9, 16, 25, 36, 49, 64]","[81, 100]",0.0,0.0,13,"[169, 129, 156, 207, 279]","[1, 4, 9, 16, 25]","[36, 49, 64, 81, 100]",0.0,0.0,16,"[169, 129, 156, 207, 279, 266, 191]","[1, 4, 9]","[16, 25, 36, 49, 64, 81, 100]",3,timeGPT-1,original
0.0,0.0,4,[28],"[1, 8, 27, 64, 125, 216, 343, 512, 729]",[1000],0.0,0.0,7,"[8, 8]","[1, 8, 27, 64, 125, 216, 343, 512]","[729, 1000]",0.0,0.0,15,"[169, 129, 156, 207, 279]","[1, 8, 27, 64, 125]","[216, 343, 512, 729, 1000]",0.0,0.0,17,"[169, 129, 156, 207, 279, 266, 191]","[1, 8, 27]","[64, 125, 216, 343, 512, 729, 1000]",3,timeGPT-1,original
100.0,100.0,0,[2],"[2, 1, 2, 1, 2, 2, 1, 2, 2]",[2],0.0,0.0,2,"[1, 1]","[2, 1, 2, 1, 2, 2, 1, 2]","[2, 2]",0.0,0.0,12,"[170, 130, 157, 208, 280]","[2, 1, 2, 1, 2]","[2, 1, 2, 2, 2]",0.0,0.0,17,"[170, 130, 157, 208, 280, 267, 192]","[2, 1, 2]","[1, 2, 2, 1, 2, 2, 2]",3,timeGPT-1,original
0.0,0.0,1,[2],"[1, 2, 2, 3, 3, 4, 4, 4, 5]",[5],0.0,0.0,2,"[2, 2]","[1, 2, 2, 3, 3, 4, 4, 4]","[5, 5]",0.0,0.0,15,"[169, 129, 156, 207, 279]","[1, 2, 2, 3, 3]","[4, 4, 4, 5, 5]",0.0,0.0,21,"[169, 129, 156, 207, 279, 266, 191]","[1, 2, 2]","[3, 3, 4, 4, 4, 5, 5]",3,timeGPT-1,original
0.0,0.0,4,[8],"[2, 4, 8, 16, 32, 64, 128, 256, 512]",[1024],0.0,0.0,6,"[4, 4]","[2, 4, 8, 16, 32, 64, 128, 256]","[512, 1024]",0.0,0.0,14,"[170, 130, 157, 208, 280]","[2, 4, 8, 16, 32]","[64, 128, 256, 512, 1024]",0.0,0.0,16,"[170, 130, 157, 208, 280, 267, 192]","[2, 4, 8]","[16, 32, 64, 128, 256, 512, 1024]",3,timeGPT-1,original
0.0,0.0,2,[12],"[2, 5, 12, 20, 29, 39, 50, 62, 75]",[89],0.0,0.0,3,"[5, 5]","[2, 5, 12, 20, 29, 39, 50, 62]","[75, 89]",0.0,0.0,13,"[170, 130, 157, 208, 280]","[2, 5, 12, 20, 29]","[39, 50, 62, 75, 89]",0.0,0.0,18,"[170, 130, 157, 208, 280, 267, 192]","[2, 5, 12]","[20, 29, 39, 50, 62, 75, 89]",3,timeGPT-1,original
0.0,0.0,2,[13],"[7, 11, 13, 17, 19, 23, 29, 31, 37]",[41],0.0,0.0,4,"[10, 10]","[7, 11, 13, 17, 19, 23, 29, 31]","[37, 41]",0.0,0.0,14,"[174, 134, 161, 212, 284]","[7, 11, 13, 17, 19]","[23, 29, 31, 37, 41]",0.0,0.0,16,"[174, 134, 161, 212, 284, 271, 196]","[7, 11, 13]","[17, 19, 23, 29, 31, 37, 41]",3,timeGPT-1,original
0.0,0.0,8,[117],"[1, 11, 111, 1111, 11111, 111111, 1111111, 11111111, 111111111]",[1111111111],0.0,0.0,15,"[11, 11]","[1, 11, 111, 1111, 11111, 111111, 1111111, 11111111]","[111111111, 1111111111]",0.0,0.0,37,"[169, 129, 156, 207, 279]","[1, 11, 111, 1111, 11111]","[111111, 1111111, 11111111, 111111111, 1111111111]",0.0,0.0,44,"[169, 129, 156, 207, 279, 266, 191]","[1, 11, 111]","[1111, 11111, 111111, 1111111, 11111111, 111111111, 1111111111]",3,timeGPT-1,original
0.0,0.0,33,"[346, 333, 345, 355, 356, 320, 338, 321]","[31, 331, 3331, 33331, 333331, 3333331, 33333331, 333333331]","[31, 331, 3331, 33331, 333331, 3333331, 33333331, 333333331]",0.0,0.0,15,"[193, 153]","[31, 331, 3331, 33331, 333331, 3333331]","[33333331, 333333331]",0.0,0.0,26,"[193, 153, 180, 231]","[31, 331, 3331, 33331]","[333331, 3333331, 33333331, 333333331]",0.0,0.0,33,"[193, 153, 180, 231, 303, 290]","[31, 331]","[3331, 33331, 333331, 3333331, 33333331, 333333331]",3,timeGPT-1,original
0.0,0.0,2,[7],"[1, 3, 7, 13, 21, 31, 43, 57, 73]",[91],0.0,0.0,3,"[3, 3]","[1, 3, 7, 13, 21, 31, 43, 57]","[73, 91]",0.0,0.0,14,"[169, 129, 156, 207, 279]","[1, 3, 7, 13, 21]","[31, 43, 57, 73, 91]",0.0,0.0,16,"[169, 129, 156, 207, 279, 266, 191]","[1, 3, 7]","[13, 21, 31, 43, 57, 73, 91]",3,timeGPT-1,original
0.0,0.0,21,"[173, 133, 160, 211, 283, 270]","[6, 28, 496, 8128, 130816, 2096128]","[6, 28, 496, 8128, 130816, 2096128]",0.0,0.0,6,[173],"[6, 28, 496, 8128, 130816]",[2096128],0.0,0.0,12,"[173, 133, 160]","[6, 28, 496]","[8128, 130816, 2096128]",0.0,0.0,15,"[173, 133, 160, 211]","[6, 28]","[496, 8128, 130816, 2096128]",3,timeGPT-1,original
0.0,0.0,2,[2],"[0, 0, 2, 3, 5, 7, 11, 15, 22]",[30],0.0,0.0,3,"[0, 0]","[0, 0, 2, 3, 5, 7, 11, 15]","[22, 30]",0.0,0.0,11,"[168, 128, 156, 206, 278]","[0, 0, 2, 3, 5]","[7, 11, 15, 22, 30]",0.0,0.0,18,"[168, 128, 156, 206, 278, 266, 190]","[0, 0, 2]","[3, 5, 7, 11, 15, 22, 30]",3,timeGPT-1,original
0.0,0.0,3,[70],"[3, 37, 67, 101, 137, 199, 269, 307, 353]",[389],0.0,0.0,4,"[39, 37]","[3, 37, 67, 101, 137, 199, 269, 307]","[353, 389]",0.0,0.0,13,"[171, 130, 158, 209, 281]","[3, 37, 67, 101, 137]","[199, 269, 307, 353, 389]",0.0,0.0,14,"[171, 130, 158, 209, 281, 268, 193]","[3, 37, 67]","[101, 137, 199, 269, 307, 353, 389]",3,timeGPT-1,original
0.0,0.0,10,"[169, 129, 156, 207]","[1, 2, 145, 40585]","[1, 2, 145, 40585]",0.0,0.0,5,[169],"[1, 2, 145]",[40585],0.0,0.0,7,"[169, 129]","[1, 2]","[145, 40585]",0.0,0.0,9,"[169, 129, 156]",[1],"[2, 145, 40585]",3,timeGPT-1,original
0.0,0.0,3,[62],"[19, 31, 61, 89, 107, 127, 521, 607, 1279]",[2203],0.0,0.0,5,"[29, 29]","[19, 31, 61, 89, 107, 127, 521, 607]","[1279, 2203]",0.0,0.0,13,"[184, 143, 171, 221, 293]","[19, 31, 61, 89, 107]","[127, 521, 607, 1279, 2203]",0.0,0.0,15,"[184, 143, 171, 221, 293, 280, 205]","[19, 31, 61]","[89, 107, 127, 521, 607, 1279, 2203]",3,timeGPT-1,original
0.0,0.0,17,"[170, 130, 157, 208, 280, 267]","[2, 3, 7, 42, 1806, 3263442]","[2, 3, 7, 42, 1806, 3263442]",0.0,0.0,7,[170],"[2, 3, 7, 42, 1806]",[3263442],0.0,0.0,12,"[170, 130, 157]","[2, 3, 7]","[42, 1806, 3263442]",0.0,0.0,13,"[170, 130, 157, 208]","[2, 3]","[7, 42, 1806, 3263442]",3,timeGPT-1,original
0.0,0.0,2,[5],"[2, 3, 5, 7, 11, 13, 17, 19, 23]",[29],0.0,0.0,3,"[3, 3]","[2, 3, 5, 7, 11, 13, 17, 19]","[23, 29]",0.0,0.0,10,"[170, 130, 157, 208, 280]","[2, 3, 5, 7, 11]","[13, 17, 19, 23, 29]",0.0,0.0,16,"[170, 130, 157, 208, 280, 267, 192]","[2, 3, 5]","[7, 11, 13, 17, 19, 23, 29]",3,timeGPT-1,original
0.0,0.0,1,[10],"[1, 8, 10, 18, 19, 100, 101, 108, 109]",[110],0.0,0.0,6,"[8, 8]","[1, 8, 10, 18, 19, 100, 101, 108]","[109, 110]",0.0,0.0,11,"[169, 129, 156, 207, 279]","[1, 8, 10, 18, 19]","[100, 101, 108, 109, 110]",0.0,0.0,15,"[169, 129, 156, 207, 279, 266, 191]","[1, 8, 10]","[18, 19, 100, 101, 108, 109, 110]",3,timeGPT-1,original
0.0,0.0,1,[1],"[0, 1, 1, 2, 1, 2, 2, 3, 1]",[3],50.0,50.0,1,"[1, 1]","[0, 1, 1, 2, 1, 2, 2, 3]","[1, 3]",0.0,0.0,14,"[168, 128, 156, 206, 278]","[0, 1, 1, 2, 1]","[2, 2, 3, 1, 3]",0.0,0.0,17,"[168, 128, 156, 206, 278, 266, 190]","[0, 1, 1]","[2, 1, 2, 2, 3, 1, 3]",3,timeGPT-1,original
0.0,0.0,1,[1],"[0, 1, 1, 2, 2, 4, 2, 6, 4]",[6],0.0,0.0,2,"[1, 1]","[0, 1, 1, 2, 2, 4, 2, 6]","[4, 6]",0.0,0.0,13,"[168, 128, 156, 206, 278]","[0, 1, 1, 2, 2]","[4, 2, 6, 4, 6]",0.0,0.0,18,"[168, 128, 156, 206, 278, 266, 190]","[0, 1, 1]","[2, 2, 4, 2, 6, 4, 6]",3,timeGPT-1,original
0.0,0.0,2,[5],"[2, 3, 5, 7, 11, 13, 17, 19, 23]",[29],0.0,0.0,3,"[3, 3]","[2, 3, 5, 7, 11, 13, 17, 19]","[23, 29]",0.0,0.0,10,"[170, 130, 157, 208, 280]","[2, 3, 5, 7, 11]","[13, 17, 19, 23, 29]",0.0,0.0,16,"[170, 130, 157, 208, 280, 267, 192]","[2, 3, 5]","[7, 11, 13, 17, 19, 23, 29]",3,timeGPT-1,original
0.0,0.0,1,[2],"[1, 4, 2, 1, 3, 5, 9, 2, 6]",[5],0.0,0.0,2,"[4, 4]","[1, 4, 2, 1, 3, 5, 9, 2]","[6, 5]",0.0,0.0,13,"[169, 129, 156, 207, 279]","[1, 4, 2, 1, 3]","[5, 9, 2, 6, 5]",0.0,0.0,17,"[169, 129, 156, 207, 279, 266, 191]","[1, 4, 2]","[1, 3, 5, 9, 2, 6, 5]",3,timeGPT-1,original
0.0,0.0,1,[3],"[1, 7, 3, 2, 0, 5, 0, 7, 9]",[8],0.0,0.0,2,"[7, 7]","[1, 7, 3, 2, 0, 5, 0, 7]","[9, 8]",0.0,0.0,15,"[169, 129, 156, 207, 279]","[1, 7, 3, 2, 0]","[5, 0, 7, 9, 8]",0.0,0.0,18,"[169, 129, 156, 207, 279, 266, 191]","[1, 7, 3]","[2, 0, 5, 0, 7, 9, 8]",3,timeGPT-1,original
12.5,33.33333333333333,8,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 2, 3, 1, 6, 11]","[1, 0, 1, 2, 3, 1, 6, 11]",0.0,0.0,4,"[169, 129]","[1, 0, 1, 2, 3, 1]","[6, 11]",0.0,0.0,10,"[169, 129, 156, 207]","[1, 0, 1, 2]","[3, 1, 6, 11]",0.0,0.0,16,"[169, 129, 156, 207, 279, 266]","[1, 0]","[1, 2, 3, 1, 6, 11]",3,timeGPT-1,original
37.5,16.666666666666664,6,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 3, 7, 15, 31, 63]","[1, 1, 1, 3, 7, 15, 31, 63]",0.0,0.0,6,"[169, 129]","[1, 1, 1, 3, 7, 15]","[31, 63]",0.0,0.0,11,"[169, 129, 156, 207]","[1, 1, 1, 3]","[7, 15, 31, 63]",0.0,0.0,15,"[169, 129, 156, 207, 279, 266]","[1, 1]","[1, 3, 7, 15, 31, 63]",3,timeGPT-1,original
12.5,12.5,12,"[5, 5, 5, 5, 5, 5, 5, 5]","[3, 5, 11, 17, 31, 41, 59, 67]","[3, 5, 11, 17, 31, 41, 59, 67]",0.0,0.0,6,"[171, 130]","[3, 5, 11, 17, 31, 41]","[59, 67]",0.0,0.0,10,"[171, 130, 158, 209]","[3, 5, 11, 17]","[31, 41, 59, 67]",0.0,0.0,14,"[171, 130, 158, 209, 281, 268]","[3, 5]","[11, 17, 31, 41, 59, 67]",3,timeGPT-1,original
12.5,12.5,9,"[2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 3, 4, 6, 8, 11, 13]","[1, 2, 3, 4, 6, 8, 11, 13]",0.0,0.0,4,"[169, 129]","[1, 2, 3, 4, 6, 8]","[11, 13]",0.0,0.0,10,"[169, 129, 156, 207]","[1, 2, 3, 4]","[6, 8, 11, 13]",0.0,0.0,17,"[169, 129, 156, 207, 279, 266]","[1, 2]","[3, 4, 6, 8, 11, 13]",3,timeGPT-1,original
12.5,33.33333333333333,8,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 1, 2, 3, 6, 11]","[1, 0, 1, 1, 2, 3, 6, 11]",0.0,0.0,4,"[169, 129]","[1, 0, 1, 1, 2, 3]","[6, 11]",0.0,0.0,11,"[169, 129, 156, 207]","[1, 0, 1, 1]","[2, 3, 6, 11]",0.0,0.0,16,"[169, 129, 156, 207, 279, 266]","[1, 0]","[1, 1, 2, 3, 6, 11]",3,timeGPT-1,original
0.0,0.0,6,"[1046, 1005]","[1093, 3511]","[1093, 3511]",0.0,0.0,6,"[1046, 1005]","[1093, 3511]","[1093, 3511]",0.0,0.0,4,[1046],[1093],[3511],0.0,0.0,4,[1046],[1093],[3511],3,timeGPT-1,original
0.0,0.0,6,"[172, 132, 160]","[5, 13, 563]","[5, 13, 563]",0.0,0.0,6,"[172, 132, 160]","[5, 13, 563]","[5, 13, 563]",0.0,0.0,3,[172],"[5, 13]",[563],0.0,0.0,5,"[172, 132]",[5],"[13, 563]",3,timeGPT-1,original
0.0,0.0,3,[67],"[29, 57, 68, 120, 134, 140, 173, 197, 283]",[313],0.0,0.0,6,"[55, 55]","[29, 57, 68, 120, 134, 140, 173, 197]","[283, 313]",0.0,0.0,10,"[192, 151, 179, 229, 301]","[29, 57, 68, 120, 134]","[140, 173, 197, 283, 313]",0.0,0.0,14,"[192, 151, 179, 229, 301, 288, 213]","[29, 57, 68]","[120, 134, 140, 173, 197, 283, 313]",4,timeGPT-1,original
0.0,0.0,3,[34],"[24, 26, 36, 40, 184, 226, 244, 384, 391]",[423],0.0,0.0,5,"[24, 25]","[24, 26, 36, 40, 184, 226, 244, 384]","[391, 423]",0.0,0.0,14,"[188, 147, 175, 225, 297]","[24, 26, 36, 40, 184]","[226, 244, 384, 391, 423]",0.0,0.0,19,"[188, 147, 175, 225, 297, 284, 209]","[24, 26, 36]","[40, 184, 226, 244, 384, 391, 423]",4,timeGPT-1,original
0.0,0.0,3,[209],"[90, 203, 212, 235, 270, 324, 342, 352, 371]",[417],0.0,0.0,5,"[200, 197]","[90, 203, 212, 235, 270, 324, 342, 352]","[371, 417]",0.0,0.0,13,"[240, 200, 228, 278, 350]","[90, 203, 212, 235, 270]","[324, 342, 352, 371, 417]",0.0,0.0,14,"[240, 200, 228, 278, 350, 337, 261]","[90, 203, 212]","[235, 270, 324, 342, 352, 371, 417]",4,timeGPT-1,original
0.0,0.0,2,[98],"[20, 48, 95, 234, 282, 296, 352, 402, 428]",[481],0.0,0.0,4,"[47, 47]","[20, 48, 95, 234, 282, 296, 352, 402]","[428, 481]",0.0,0.0,13,"[184, 144, 172, 222, 294]","[20, 48, 95, 234, 282]","[296, 352, 402, 428, 481]",0.0,0.0,18,"[184, 144, 172, 222, 294, 281, 206]","[20, 48, 95]","[234, 282, 296, 352, 402, 428, 481]",4,timeGPT-1,original
0.0,0.0,2,[127],"[62, 98, 130, 154, 290, 315, 324, 385, 408]",[447],0.0,0.0,6,"[92, 93]","[62, 98, 130, 154, 290, 315, 324, 385]","[408, 447]",0.0,0.0,12,"[218, 178, 205, 256, 327]","[62, 98, 130, 154, 290]","[315, 324, 385, 408, 447]",0.0,0.0,19,"[218, 178, 205, 256, 327, 314, 239]","[62, 98, 130]","[154, 290, 315, 324, 385, 408, 447]",4,timeGPT-1,original
0.0,0.0,2,[69],"[2, 42, 66, 102, 153, 195, 201, 252, 306]",[396],0.0,0.0,6,"[44, 42]","[2, 42, 66, 102, 153, 195, 201, 252]","[306, 396]",0.0,0.0,12,"[170, 130, 157, 208, 280]","[2, 42, 66, 102, 153]","[195, 201, 252, 306, 396]",0.0,0.0,14,"[170, 130, 157, 208, 280, 267, 192]","[2, 42, 66]","[102, 153, 195, 201, 252, 306, 396]",4,timeGPT-1,original
0.0,0.0,3,[137],"[128, 151, 153, 217, 224, 332, 382, 400, 450]",[478],0.0,0.0,6,"[135, 137]","[128, 151, 153, 217, 224, 332, 382, 400]","[450, 478]",0.0,0.0,15,"[271, 230, 258, 308, 380]","[128, 151, 153, 217, 224]","[332, 382, 400, 450, 478]",0.0,0.0,17,"[271, 230, 258, 308, 380, 367, 291]","[128, 151, 153]","[217, 224, 332, 382, 400, 450, 478]",4,timeGPT-1,original
0.0,0.0,2,[117],"[26, 50, 114, 148, 160, 170, 274, 347, 432]",[497],0.0,0.0,4,"[48, 48]","[26, 50, 114, 148, 160, 170, 274, 347]","[432, 497]",0.0,0.0,13,"[189, 149, 176, 227, 299]","[26, 50, 114, 148, 160]","[170, 274, 347, 432, 497]",0.0,0.0,16,"[189, 149, 176, 227, 299, 286, 211]","[26, 50, 114]","[148, 160, 170, 274, 347, 432, 497]",4,timeGPT-1,original
0.0,0.0,3,[179],"[48, 94, 176, 177, 219, 276, 282, 283, 459]",[488],0.0,0.0,6,"[91, 91]","[48, 94, 176, 177, 219, 276, 282, 283]","[459, 488]",0.0,0.0,13,"[207, 166, 194, 245, 316]","[48, 94, 176, 177, 219]","[276, 282, 283, 459, 488]",0.0,0.0,18,"[207, 166, 194, 245, 316, 303, 228]","[48, 94, 176]","[177, 219, 276, 282, 283, 459, 488]",4,timeGPT-1,original
0.0,0.0,3,[264],"[139, 252, 272, 281, 304, 361, 370, 415, 438]",[500],0.0,0.0,6,"[242, 241]","[139, 252, 272, 281, 304, 361, 370, 415]","[438, 500]",0.0,0.0,15,"[280, 239, 267, 317, 389]","[139, 252, 272, 281, 304]","[361, 370, 415, 438, 500]",0.0,0.0,15,"[280, 239, 267, 317, 389, 375, 300]","[139, 252, 272]","[281, 304, 361, 370, 415, 438, 500]",4,timeGPT-1,original
0.0,0.0,2,[120],"[15, 95, 115, 195, 240, 318, 326, 350, 432]",[450],0.0,0.0,5,"[98, 95]","[15, 95, 115, 195, 240, 318, 326, 350]","[432, 450]",0.0,0.0,13,"[180, 140, 168, 218, 290]","[15, 95, 115, 195, 240]","[318, 326, 350, 432, 450]",0.0,0.0,16,"[180, 140, 168, 218, 290, 277, 202]","[15, 95, 115]","[195, 240, 318, 326, 350, 432, 450]",4,timeGPT-1,original
0.0,0.0,3,[288],"[134, 224, 293, 378, 379, 395, 434, 451, 482]",[496],0.0,0.0,6,"[213, 213]","[134, 224, 293, 378, 379, 395, 434, 451]","[482, 496]",0.0,0.0,14,"[276, 235, 263, 313, 385]","[134, 224, 293, 378, 379]","[395, 434, 451, 482, 496]",0.0,0.0,18,"[276, 235, 263, 313, 385, 371, 296]","[134, 224, 293]","[378, 379, 395, 434, 451, 482, 496]",4,timeGPT-1,original
0.0,0.0,3,[147],"[23, 93, 142, 145, 245, 266, 296, 317, 428]",[495],0.0,0.0,5,"[95, 92]","[23, 93, 142, 145, 245, 266, 296, 317]","[428, 495]",0.0,11.11111111111111,11,"[187, 146, 174, 225, 296]","[23, 93, 142, 145, 245]","[266, 296, 317, 428, 495]",0.0,7.6923076923076925,17,"[187, 146, 174, 225, 296, 284, 208]","[23, 93, 142]","[145, 245, 266, 296, 317, 428, 495]",4,timeGPT-1,original
0.0,0.0,2,[72],"[18, 39, 71, 194, 197, 219, 263, 270, 416]",[473],0.0,0.0,6,"[38, 38]","[18, 39, 71, 194, 197, 219, 263, 270]","[416, 473]",0.0,0.0,13,"[183, 142, 170, 221, 292]","[18, 39, 71, 194, 197]","[219, 263, 270, 416, 473]",0.0,0.0,17,"[183, 142, 170, 221, 292, 280, 204]","[18, 39, 71]","[194, 197, 219, 263, 270, 416, 473]",4,timeGPT-1,original
0.0,0.0,3,[151],"[9, 84, 144, 170, 325, 393, 401, 405, 435]",[497],0.0,0.0,6,"[88, 84]","[9, 84, 144, 170, 325, 393, 401, 405]","[435, 497]",0.0,0.0,15,"[176, 135, 163, 213, 285]","[9, 84, 144, 170, 325]","[393, 401, 405, 435, 497]",0.0,0.0,14,"[176, 135, 163, 213, 285, 273, 197]","[9, 84, 144]","[170, 325, 393, 401, 405, 435, 497]",4,timeGPT-1,original
0.0,0.0,3,[210],"[26, 40, 202, 267, 282, 340, 359, 408, 410]",[495],0.0,0.0,6,"[38, 38]","[26, 40, 202, 267, 282, 340, 359, 408]","[410, 495]",0.0,0.0,13,"[189, 149, 176, 227, 299]","[26, 40, 202, 267, 282]","[340, 359, 408, 410, 495]",0.0,0.0,21,"[189, 149, 176, 227, 299, 286, 211]","[26, 40, 202]","[267, 282, 340, 359, 408, 410, 495]",4,timeGPT-1,original
0.0,0.0,3,[169],"[34, 92, 164, 165, 209, 296, 414, 456, 467]",[494],0.0,0.0,5,"[92, 90]","[34, 92, 164, 165, 209, 296, 414, 456]","[467, 494]",0.0,0.0,13,"[196, 155, 183, 233, 305]","[34, 92, 164, 165, 209]","[296, 414, 456, 467, 494]",0.0,0.0,20,"[196, 155, 183, 233, 305, 292, 217]","[34, 92, 164]","[165, 209, 296, 414, 456, 467, 494]",4,timeGPT-1,original
0.0,0.0,2,[126],"[16, 119, 121, 123, 135, 139, 285, 311, 409]",[412],0.0,0.0,5,"[124, 119]","[16, 119, 121, 123, 135, 139, 285, 311]","[409, 412]",0.0,0.0,13,"[181, 141, 168, 219, 291]","[16, 119, 121, 123, 135]","[139, 285, 311, 409, 412]",0.0,0.0,16,"[181, 141, 168, 219, 291, 278, 203]","[16, 119, 121]","[123, 135, 139, 285, 311, 409, 412]",4,timeGPT-1,original
0.0,0.0,3,[11],"[8, 11, 12, 103, 116, 196, 247, 254, 389]",[427],0.0,0.0,6,"[10, 10]","[8, 11, 12, 103, 116, 196, 247, 254]","[389, 427]",0.0,0.0,14,"[175, 134, 162, 213, 285]","[8, 11, 12, 103, 116]","[196, 247, 254, 389, 427]",0.0,7.6923076923076925,16,"[175, 134, 162, 213, 285, 272, 196]","[8, 11, 12]","[103, 116, 196, 247, 254, 389, 427]",4,timeGPT-1,original
0.0,0.0,3,[100],"[12, 36, 96, 119, 171, 213, 221, 232, 363]",[451],0.0,0.0,3,"[36, 35]","[12, 36, 96, 119, 171, 213, 221, 232]","[363, 451]",0.0,0.0,15,"[178, 138, 165, 216, 288]","[12, 36, 96, 119, 171]","[213, 221, 232, 363, 451]",0.0,0.0,17,"[178, 138, 165, 216, 288, 275, 200]","[12, 36, 96]","[119, 171, 213, 221, 232, 363, 451]",4,timeGPT-1,original
0.0,0.0,3,[144],"[38, 91, 142, 197, 215, 313, 316, 319, 423]",[466],0.0,0.0,6,"[90, 89]","[38, 91, 142, 197, 215, 313, 316, 319]","[423, 466]",0.0,0.0,14,"[199, 158, 186, 237, 308]","[38, 91, 142, 197, 215]","[313, 316, 319, 423, 466]",0.0,0.0,17,"[199, 158, 186, 237, 308, 295, 220]","[38, 91, 142]","[197, 215, 313, 316, 319, 423, 466]",4,timeGPT-1,original
0.0,0.0,3,[154],"[7, 42, 147, 201, 213, 248, 310, 332, 436]",[479],0.0,0.0,3,"[43, 42]","[7, 42, 147, 201, 213, 248, 310, 332]","[436, 479]",0.0,0.0,15,"[174, 134, 161, 212, 284]","[7, 42, 147, 201, 213]","[248, 310, 332, 436, 479]",0.0,0.0,19,"[174, 134, 161, 212, 284, 271, 196]","[7, 42, 147]","[201, 213, 248, 310, 332, 436, 479]",4,timeGPT-1,original
0.0,0.0,3,[107],"[27, 101, 105, 164, 245, 290, 304, 441, 449]",[490],0.0,0.0,5,"[103, 100]","[27, 101, 105, 164, 245, 290, 304, 441]","[449, 490]",0.0,0.0,12,"[190, 150, 177, 228, 300]","[27, 101, 105, 164, 245]","[290, 304, 441, 449, 490]",0.0,0.0,20,"[190, 150, 177, 228, 300, 287, 211]","[27, 101, 105]","[164, 245, 290, 304, 441, 449, 490]",4,timeGPT-1,original
0.0,0.0,3,[30],"[4, 11, 29, 106, 214, 283, 296, 298, 360]",[497],0.0,0.0,6,"[11, 11]","[4, 11, 29, 106, 214, 283, 296, 298]","[360, 497]",0.0,0.0,15,"[172, 131, 159, 209, 281]","[4, 11, 29, 106, 214]","[283, 296, 298, 360, 497]",0.0,0.0,16,"[172, 131, 159, 209, 281, 269, 193]","[4, 11, 29]","[106, 214, 283, 296, 298, 360, 497]",4,timeGPT-1,original
0.0,0.0,3,[135],"[72, 106, 139, 165, 171, 192, 199, 429, 453]",[477],0.0,0.0,6,"[99, 99]","[72, 106, 139, 165, 171, 192, 199, 429]","[453, 477]",0.0,0.0,14,"[226, 186, 213, 264, 335]","[72, 106, 139, 165, 171]","[192, 199, 429, 453, 477]",0.0,0.0,19,"[226, 186, 213, 264, 335, 322, 247]","[72, 106, 139]","[165, 171, 192, 199, 429, 453, 477]",4,timeGPT-1,original
0.0,0.0,2,[239],"[187, 218, 260, 295, 301, 314, 379, 410, 452]",[469],0.0,0.0,5,"[195, 199]","[187, 218, 260, 295, 301, 314, 379, 410]","[452, 469]",0.0,0.0,10,"[318, 278, 305, 356, 427]","[187, 218, 260, 295, 301]","[314, 379, 410, 452, 469]",0.0,0.0,17,"[318, 278, 305, 356, 427, 413, 337]","[187, 218, 260]","[295, 301, 314, 379, 410, 452, 469]",4,timeGPT-1,original
0.0,0.0,2,[96],"[29, 63, 95, 140, 150, 190, 221, 437, 482]",[491],0.0,0.0,4,"[62, 61]","[29, 63, 95, 140, 150, 190, 221, 437]","[482, 491]",0.0,0.0,11,"[192, 151, 179, 229, 301]","[29, 63, 95, 140, 150]","[190, 221, 437, 482, 491]",0.0,0.0,14,"[192, 151, 179, 229, 301, 288, 213]","[29, 63, 95]","[140, 150, 190, 221, 437, 482, 491]",4,timeGPT-1,original
