question,options,correct_answer,correct_index,inference,similarity,is_correct,accumulated_accuracy,cycle_time (sec),elapsed_time (sec)
"A 34-year-old woman presents to the fertility clinic with her husband for infertility workup. The patient reports that they have been having unprotected intercourse for 14 months without any successful pregnancy. She is G1P1, with 1 child from a previous marriage. Her menstrual cycle is regular and without pain. Physical and pelvic examinations are unremarkable. The husband denies erectile dysfunction, decrease in libido, or other concerns. A physical examination of the husband demonstrates tall long extremities and bilateral hard nodules behind the areola. What abnormality would you most likely find in the husband?",(A) Decreased luteinizing hormone (LH) levels (B) Defective fibrillin (C) Elevated aromatase levels (D) Elevated homocysteine levels,Elevated aromatase levels,(C),(B) Defective fibrillin.,0.110883161,FALSE,36.10961848,4.21,9415.45
"A 65-year-old man comes to the physician because of a 10-day history of episodic retrosternal pain, shortness of breath, and palpitations. The episodes occur when he climbs stairs or tries to walk briskly on his treadmill. The symptoms resolve when he stops walking. The previous evening he felt dizzy and weak during such an episode. He also reports that he had a cold 2 weeks ago. He was diagnosed with type 2 diabetes mellitus four years ago but is otherwise healthy. His only medication is glyburide. He appears well. His pulse is 62/min and is weak, respirations are 20/min, and blood pressure is 134/90 mmHg. Cardiovascular examination shows a late systolic ejection murmur that is best heard in the second right intercostal space. The lungs are clear to auscultation. Which of the following mechanisms is the most likely cause of this patient's current condition?",(A) Increased left ventricular oxygen demand (B) Lymphocytic infiltration of the myocardium (C) Critical transmural hypoperfusion of the myocardium (D) Increased release of endogenous insulin,Increased left ventricular oxygen demand,(A),(C) Critical transmural hypoperfusion of the myocard,0.24908334,FALSE,36.09022556,5.83,9421.28
"A 62-year-old male is rushed to the emergency department (ED) for what he believes is his second myocardial infarction (MI). His medical history is significant for severe chronic obstructive pulmonary disease (COPD) and a prior MI at the age of 58. After receiving aspirin, morphine, and face mask oxygen in the field, the patient arrives to the ED tachycardic (105 bpm), diaphoretic, and normotensive (126/86). A 12 lead electrocardiogram shows ST-elevation in I, aVL, and V5-V6. The attending physician suspects a lateral wall infarction. Which of following beta-blockers should be given to this patient and why?","(A) Propranolol, because it is a non-selective ß-blocker (B) Metoprolol, because it is a selective ß1 > ß2 blocker (C) Atenolol, because it is a selective ß2 > ß1 blocker (D) Labetalol, because it is a selective ß1 > ß2 blocker","Metoprolol, because it is a selective ß1 > ß2 blocker",(B),(B) Metoprolol.,0.784551322,TRUE,36.12453033,5.23,9426.51
"A 55-year-old woman presents to a primary care clinic for a physical evaluation. She works as a software engineer, travels frequently, is married with 2 kids, and drinks alcohol occasionally. She does not exercise regularly. She currently does not take any medications except for occasional ibuprofen or acetaminophen. She is currently undergoing menopause. Her initial vital signs reveal that her blood pressure is 140/95 mmHg and heart rate is 75/min. She weighs 65 kg (143 lb) and is 160 cm (63 in) tall. Her physical exam is unremarkable. A repeat measurement of her blood pressure is the same as before. Among various laboratory tests for hypertension evaluation, the physician requests fasting glucose and hemoglobin A1c levels. Which of the following is the greatest risk factor for type 2 diabetes mellitus?",(A) Age (B) Body mass index (C) Menopause (D) Occupation,Body mass index,(B),(B) Body mass index. Explanation: The patient's age,0.732209325,TRUE,36.15879828,4.88,9431.39
"A 8-month-old boy is brought to the emergency department by his mother and father due to decreasing activity and excessive sleepiness. The patient was born at full-term in the hospital with no complications. The patient's parents appear incredibly worried as their son has had no medical issues in the past. They show you videos of the child happily playing with his parents the day before. The patient’s mother states that the patient hit his head while crawling this morning and since then has been difficult to arouse. His mother is worried because she thinks he had a fever earlier in the day and he was clutching his head and neck in pain. Physical examination shows a barely arousable boy with a large, full anterior fontanelle. The boy grimaces on palpation of his chest, and a radiograph show posterior rib fractures. Retinal examination shows bilateral retinal hemorrhages. Which of the following is the most likely cause for this patient’s presentation?",(A) Child abuse (B) Vitamin K deficiency (C) Osteogenesis imperfecta (D) Bacterial meningitis,Child abuse,(A),D. Bacterial meningitis. The patient's symptoms of,0.257596582,FALSE,36.13941019,5.05,9436.44
"A 42-year-old woman comes to the physician because of a 2-month history of generalized itching and worsening fatigue. There is no personal or family history of serious illness. She takes eye drops for dry eyes. She occasionally takes acetaminophen for recurrent headaches. She drinks one alcoholic beverage daily. Vital signs are within normal limits. Examination shows jaundice and a nontender abdomen. The liver is palpated 3 cm below the right costal margin and the spleen is palpated 2 cm below the left costal margin. Laboratory studies show:
Hemoglobin 15.3 g/dL
Leukocyte count 8,400/mm3
Prothrombin time 13 seconds
Serum
Bilirubin
Total 3.5 mg/dL
Direct 2.4 mg/dL
Alkaline phosphatase 396 U/L
Aspartate aminotransferase (AST, GOT) 79 U/L
Alanine aminotransferase (ALT, GPT) 73 U/L
A liver biopsy specimen shows inflammation and destruction of small- and medium-sized intrahepatic bile ducts. Magnetic resonance cholangiopancreatography (MRCP) shows multiple small stones within the gallbladder and a normal appearance of extrahepatic bile ducts. Which of the following is the most appropriate next step in management?""",(A) Dual-energy x-ray absorptiometry (B) Administer N-acetylcysteine (C) Serum electrophoresis (D) Chest x-ray,Dual-energy x-ray absorptiometry,(A),(B) Administer N-acetylcysteine.,0.18282786,FALSE,36.12004287,7.86,9444.3
"A 75-year-old man presents to the physician with difficulty breathing for the last 2 months. He denies any cough, fever, or chest pain. His past medical history is significant for hypertension for which he takes chlorothiazide. He has worked in the construction industry, applying insulation to roofs for over 20 years. He denies smoking, drinking, and illicit drug use. His pulse rate is 74/min, respiratory rate is 14/min, blood pressure is 130/76 mm Hg, and temperature is 36.8°C (98.2°F). Physical examination reveals some end-inspiratory crackles at the lung bases. No other examination findings are significant. The lung inflation curve is obtained for the patient and is shown in the image. Which of the following most likely accounts for this patient’s symptoms?",(A) Normal aging (B) Alpha-1 antitrypsin deficiency (C) Asthma (D) Pulmonary fibrosis,Pulmonary fibrosis,(D),C,0.070256032,FALSE,36.1006963,4.18,9448.48
"A 14-year-old boy presents to an urgent care clinic complaining of a runny nose that has lasted for a few weeks. He also reports sneezing attacks that last up to an hour, nasal obstruction, and generalized itching. He has similar episodes each year during the springtime that prevent him from going out with his friends or trying out for sports. His younger brother has a history of asthma. Which of the following diseases has a similar pathophysiology?",(A) Allergic contact dermatitis (B) Atopic dermatitis (C) Irritant contact dermatitis (D) Systemic lupus erythematosus,Atopic dermatitis,(B),(B) Atopic dermatitis.,0.956963658,TRUE,36.13490364,3.31,9451.79
"A 26-year-old G2P1 undergoes labor induction at 40 weeks gestation. The estimated fetal weight was 3890 g. The pregnancy was complicated by gestational diabetes treated with insulin. The vital signs were as follows: blood pressure 125/80 mm Hg, heart rate 91/min, respiratory rate 21/min, and temperature 36.8℃ (98.2℉). The blood workup yields the following results:
Fasting glucose 92 mg/dL
HbA1c  7.8%
Erythrocyte count 3.3 million/mm3
Hb 11.6 mg/dL
Ht 46%
Thrombocyte count 240,000/mm3
Serum creatinine 0.71 mg/dL
ALT 12 IU/L
AST 9 IU/L
Which of the following should be administered during labor?",(A) 5% dextrose (B) Intravenous regular insulin (C) Erythrocyte mass (D) Subcutaneous insulin,5% dextrose,(A),(B) Intravenous regular insulin,0.40797618,FALSE,36.11556982,5.35,9457.14
"A 33-year-old man is brought to the emergency department by his partner for 24 hours of fever, severe headache, and neck stiffness. His companion also comments that he has been vomiting several times in the past 8 hours and looks confused. His personal medical history is unremarkable. Upon examination, his blood pressure is 125/82 mm Hg, heart rate 110/mine, and temperature is 38.9 C (102F). There is no rash or any other skin lesions, his lung sounds are clear and symmetrical. There is nuchal rigidity, jolt accentuation of a headache, and photophobia. A lumbar puncture is taken, and cerebrospinal fluid is sent for analysis and a Gram stain (shown in the picture). The patient is put on empirical antimicrobial therapy with ceftriaxone and vancomycin. According to the clinical manifestations and Gram stain, which of the following should be considered in the management of this case?","(A) Addition of ampicillin (B) Prophylaxis with rifampin for close contacts (C) Initiation of amphotericin (D) Initiation rifampin, isoniazid, pyrazinamide, and ethambutol",Prophylaxis with rifampin for close contacts,(B),"D. Initiation of rifampin, isoniazid, py",0.554009557,FALSE,36.09625668,6.01,9463.15
"A 43-year-old male presents to a clinic for routine follow-up. He was diagnosed with hepatitis B several months ago. He does not have any complaints about his health, except for poor appetite. The general physical examination is normal. The laboratory investigation reveals mildly elevated aminotransferases. Which of the following findings indicate that the patient has developed a chronic form of his viral infection?","(A) HbsAg -, Anti-HbsAg -, Anti-HbcAg IgM +, Anti-HbcAg IgG -, HbeAg -, Anti-HbeAg + (B) HbsAg +, Anti-HbsAg -, Anti-HbcAg IgM -, Anti-HbcAg IgG +, HbeAg +, Anti-HbeAg - (C) HbsAg -, Anti-HbsAg +, Anti-HbcAg IgM -, Anti-HbcAg IgG -, HbeAg -, Anti-HbeAg - (D) HbsAg -, Anti-HbsAg +, Anti-HbcAg IgM -, Anti-HbcAg IgG +, HbeAg -, Anti-HbeAg +","HbsAg +, Anti-HbsAg -, Anti-HbcAg IgM -, Anti-HbcAg IgG +, HbeAg +, Anti-HbeAg -",(B),"(B) HbsAg +, Anti-HbsAg -, Anti",0.906556547,TRUE,36.13041154,5.53,9468.68
"A 32-year-old man comes to the physician with involuntary lip smacking and hand and leg movements for the past two weeks. The movements are causing him difficulty walking and functioning at work. He has bipolar disorder treated with fluphenazine. Three months ago, he was hospitalized because of a manic episode, and his dosage was adjusted. Since then, he has not experienced a depressed mood, increased energy, irritability, or a change in his eating or sleeping patterns. He does not have suicidal or homicidal ideation. His temperature is 37.2°C (99°F), pulse is 75/min, and blood pressure is 126/78 mmHg. Examination shows repetitive lip smacking and dance-like hand and leg movements. His speech is not pressured, and his affect is appropriate. He is switched from fluphenazine to risperidone and his symptoms improve. Which of the following mechanisms explains this patient's improvement?",(A) Weaker acetylcholine antagonism (B) Weaker acetylcholine agonism (C) Weaker dopamine antagonism (D) Weaker histamine agonism,Weaker dopamine antagonism,(C),(B) Weaker acetylcholine agonism. Explan,0.419703513,FALSE,36.11111111,5.62,9474.3
"A 37-year-old-woman presents to the emergency room with complaints of fever and abdominal pain. Her blood pressure is 130/74 mmHg, pulse is 98/min, temperature is 101.5°F (38.6°C), and respirations are 23/min. The patient reports that she had a laparoscopic cholecystectomy 4 days ago but has otherwise been healthy. She is visiting her family from Nebraska and just arrived this morning from a 12-hour drive. Physical examination revealed erythema and white discharge from abdominal incisions and tenderness upon palpations at the right upper quadrant. What is the most probable cause of the patient’s fever?",(A) Pulmonary atelectasis (B) Residual gallstones (C) Urinary tract infection (D) Wound infection,Wound infection,(D),(B) Residual gallstones.,0.204380095,FALSE,36.09183129,4.13,9478.43
"A 16-year-old girl comes to the physician because she is worried about gaining weight. She reports that at least twice a week, she eats excessive amounts of food but feels ashamed about losing control soon after. She is very active in her high school's tennis team and goes running daily to lose weight. She has a history of cutting her forearms with the metal tab from a soda can. Her last menstrual period was 3 weeks ago. She is 165 cm (5 ft 5 in) tall and weighs 57 kg (125 lb); BMI is 21 kg/m2. Physical examination shows enlarged, firm parotid glands bilaterally. There are erosions of the enamel on the lingual surfaces of the teeth. Which of the following is the most likely diagnosis?",(A) Obsessive-compulsive disorder (B) Bulimia nervosa (C) Anorexia nervosa (D) Body dysmorphic disorder,Bulimia nervosa,(B),(B) Bulimia nervosa.,0.951079071,TRUE,36.12593383,4.48,9482.91
"A 37-year-old woman presents to the emergency department with a chief complaint of severe pain in her face. She states that over the past week she has experienced episodic and intense pain in her face that comes on suddenly and resolves on its own. She states she feels the pain over her cheek and near her eye. The pain is so severe it causes her eyes to tear up, and she is very self conscious about the episodes. She fears going out in public as a result and sometimes feels her symptoms come on when she thinks about an episode occurring while in public. While she is waiting in the emergency room her symptoms resolve. The patient has a past medical history of diabetes, constipation, irritable bowel syndrome, and anxiety. She is well known to the emergency department for coming in with chief complaints that often do not have an organic etiology. Her temperature is 99.5°F (37.5°C), blood pressure is 177/108 mmHg, pulse is 90/min, respirations are 17/min, and oxygen saturation is 98% on room air. Cardiopulmonary and abdominal exams are within normal limits. Neurological exam reveals cranial nerves II-XII are grossly intact. The patient's pupils are equal and reactive to light. Pain is not elicited with palpation of the patient's face. Which of the following is the best initial step in management?",(A) Alprazolam (B) Carbamazepine (C) High flow oxygen (D) Regular outpatient follow up,Carbamazepine,(B),The best initial step in management would be (B) Carbamazep,0.537994504,TRUE,36.16,7.22,9490.13
"A 45-year-old man with type 2 diabetes mellitus presents to his family physician for a follow-up appointment. He is currently using a 3-drug regimen consisting of metformin, sitagliptin, and glipizide. Despite this therapeutic regimen, his most recent hemoglobin A1c level is 8.1%. Which of the following is the next best step for this patient?",(A) Discontinue glipizide; initiate insulin glargine 10 units at bedtime (B) Discontinue metformin; initiate insulin aspart at mealtimes (C) Discontinue sitagliptin; initiate basal-bolus insulin (D) Discontinue metformin; initiate insulin glargine 10 units at bedtime,Discontinue glipizide; initiate insulin glargine 10 units at bedtime,(A),(B) Discontinue metformin; initiate insulin aspart,0.604545653,FALSE,36.14072495,4.19,9494.32
"A 35-year-old woman has been trying to conceive with her 37-year-old husband for the past 4 years. After repeated visits to a fertility clinic, she finally gets pregnant. Although she missed most of her antenatal visits, her pregnancy was uneventful. A baby girl is born at the 38th week of gestation with some abnormalities. She has a flat face with upward-slanting eyes and a short neck. The tongue seems to be protruding from a small mouth. She has poor muscle tone and excessive joint laxity. The pediatrician orders an analysis of the infant’s chromosomes, also known as a karyotype (see image). The infant is most likely to suffer from which of the following conditions in the future?",(A) Acute lymphoblastic leukemia (B) Chronic myelogenous leukemia (C) Immotile cilia syndrome (D) Macroorchidism,Acute lymphoblastic leukemia,(A),(C) Immotile cilia syndrome. Explanation: The,0.203804418,FALSE,36.12147043,4.7,9499.02
"A 64-year-old gentleman with hypertension is started on a new diuretic medication by his primary care physician because of poor blood pressure control on his previous regimen. Before starting, he is warned by his physician that the new medication may have side effects including hypokalemia and metabolic alkalosis. Furthermore it may cause alterations in his metabolites such as hyperglycemia, hyperlipidemia, hyperuricemia, and hypercalcemia. What is the mechanism of the class of diuretic most likely being recommended by the physician?",(A) Osmotic diuresis (B) NKCC inhibitor in loop of Henle (C) NCC inhibitor in distal tubule (D) ENaC inhibitor in collecting duct,NCC inhibitor in distal tubule,(C),(A) Osmotic diuresis. Explanation: The phys,0.044702828,FALSE,36.10223642,4.12,9503.13
"A 66-year-old man presents to the outpatient department complaining of a rash similar to the ones in the image. The skin lesions have been present for about 2 weeks. It is present in the buttocks and both inferior limbs. There is no association of skin lesions with exposure to sunlight or medication use. The patient also reports joint pain affecting the distal and proximal joints in both the upper and lower limbs. The joint pain has been present for about a week and seems to improve with Tylenol use. The patient is a retired armed force personnel with an extensive tour of overseas duty. He received blood transfusion following a career-ending injury about 30 years ago. He denies alcohol and tobacco use. He is currently in a monogamous relationship with his wife for 40 years. His past medical history is significant for hypertension controlled on Enalapril. Physical examination shows mild pallor, multiple palpable purpuric lesions with occasional ulcerations bilaterally in the upper and lower limbs. Pulse rate is 88/min and blood pressure is 128/82 mm Hg. Laboratory test findings are:
HIV I and II antibodies negative
Rheumatoid factor positive
Hepatitis C antigen positive
Hepatitis B surface antigen positive
Hepatitis B antibody positive
Anti-neutrophil antibody positive
Hematocrit 38%
Which of the following mechanisms is most likely responsible for his clinical presentation?",(A) Excessive uroporphyrinogen caused by HCV induced decarboxylase deficiency (B) Defective hepatic removal of IgA caused by chronic HCV (C) Monoclonal expansion of IgM caused by benign neoplasia (D) Virus-induced clonal expansion of autoreactive B lymphocytes,Virus-induced clonal expansion of autoreactive B lymphocytes,(D),(D) Virus-induced clonal expansion of autoreactive B,0.848378301,TRUE,36.13624268,8.41,9511.54
"A 68-year-old man is brought to the emergency department because of fever, progressive weakness, and cough for the past five days. He experienced a similar episode 2 months ago, for which he was hospitalized for 10 days while visiting his son in Russia. He states that he has never fully recovered from that episode. He felt much better after being treated with antibiotics, but he still coughs often during meals. He sometimes also coughs up undigested food after eating. For the last 5 days, his coughing has become more frequent and productive of yellowish-green sputum. He takes hydrochlorothiazide for hypertension and pantoprazole for the retrosternal discomfort that he often experiences while eating. He has smoked half a pack of cigarettes daily for the last 30 years and drinks one shot of vodka every day. The patient appears thin. His temperature is 40.1°C (104.2°F), pulse is 118/min, respirations are 22/min, and blood pressure is 125/90 mm Hg. Auscultation of the lungs shows right basal crackles. There is dullness on percussion at the right lung base. The remainder of the physical examination shows no abnormalities. Laboratory studies show:
Hemoglobin 15.4 g/dL
Leukocyte count 17,000/mm3
Platelet count 350,000/mm3
Na+ 139 mEq/L
K+
4.6 mEq/L
Cl- 102 mEq/L
HCO3- 25 mEq/L
Urea Nitrogen 16 mg/dL
Creatinine 1.3 mg/dL
An x-ray of the chest shows a right lower lobe infiltrate. Which of the following is the most likely explanation for this patient's symptoms?""","(A) Weak tone of the lower esophageal sphincter (B) Formation of a tissue cavity containing necrotic debris (C) Uncoordinated contractions of the esophagus (D) Outpouching of the hypopharynx
""","Outpouching of the hypopharynx
""",(D),The most likely explanation for this patient's symptoms is option (A):,0.21185559,FALSE,36.11702128,10.99,9522.53
Benzodiazepines are clinically useful because of their inhibitory effects on the central nervous system. Which of the following correctly pairs the site of action of benzodiazepines with the molecular mechanism by which a they exerts their effects?,(A) GABA-A receptors; blocking action of GABA (B) GABA-B receptors; activating a G-protein coupled receptor (C) GABA-A receptors; increasing the duration of activation of a chloride ion channel (D) GABA-A receptors; increasing the frequency of activation of a chloride ion channel,GABA-A receptors; increasing the frequency of activation of a chloride ion channel,(D),(A) GABA-A receptors; blocking action of G,0.755981147,FALSE,36.09782031,3.65,9526.18
"A 57-year-old male with diabetes mellitus type II presents for a routine check-up. His blood glucose levels have been inconsistently controlled with medications and diet since his diagnosis 3 years ago. At this current visit, urinalysis demonstrates albumin levels of 250 mg/day. All prior urinalyses have shown albumin levels below 20 mg/day. At this point in the progression of the patient’s disease, which of the following is the most likely finding seen on kidney biopsy?","(A) Normal kidney biopsy, no pathological finding is evident at this time (B) Glomerular basement membrane thickening and mesangial expansion (C) Kimmelstiel-Wilson nodules and tubulointerstitial fibrosis (D) Significant global glomerulosclerosis",Glomerular basement membrane thickening and mesangial expansion,(B),B,0.085214533,FALSE,36.07863974,3.68,9529.86
"A 26-year-old man comes to the physician for evaluation of fatigue, facial rash, hair loss, and tingling of his hands and feet. He has followed a vegetarian diet for the past 3 years and has eaten 8 raw egg whites daily for the past year in preparation for a bodybuilding competition. Physical examination shows conjunctival injections and a scaly, erythematous rash around the eyes and mouth. Laboratory studies show decreased activity of propionyl-coenzyme A carboxylase in peripheral blood lymphocytes. Which of the following substances is most likely to be decreased in this patient?",(A) Cystathionine (B) Ribulose-5-phosphate (C) Lactate (D) Oxaloacetate,Oxaloacetate,(D),(A) Cystathionine.,0.433321923,FALSE,36.05947955,3.66,9533.52
"A full-term and healthy infant girl presents to the office for a newborn visit. The baby was born at 40 weeks to a 35-year-old G2P1 mother via cesarean section for breech presentation. She had an unremarkable delivery and hospital course, but family history is significant for a sister with developmental dysplasia of the hip (DDH). A physical exam is normal. During a discussion with the mother about the possibility of screening imaging for DDH she becomes very anxious and would like something done as soon as possible. What would be the imaging of choice in this scenario?",(A) Hip MRI at 6 weeks of age (B) Hip ultrasound at 6 weeks of age (C) Hip radiograph at 6 weeks of age (D) Hip radiograph at 5 months of age,Hip ultrasound at 6 weeks of age,(B),(B) Hip ultrasound at 6 weeks of age.,0.966811299,TRUE,36.09341826,4.14,9537.66
A 26-year-old man comes to the emergency department for evaluation of burning with urination and purulent urethral discharge for the past 3 days. He is sexually active with multiple female partners. Several months ago he was diagnosed with urethritis caused by gram-negative diplococci and received antibiotic treatment with complete resolution of his symptoms. A Gram stain of the patient's urethral discharge shows gram-negative intracellular diplococci. Which of the following properties of the infecting organism most contributed to the pathogenesis of this patient's recurrent infection?,(A) Expression of beta-lactamase genes (B) Absence of immunogenic proteins (C) Production of enzymes that hydrolyze urea (D) Variation of expressed pilus proteins,Variation of expressed pilus proteins,(D),(B) Absence of immunogenic proteins.,0.299977213,FALSE,36.07427056,4.12,9541.78
"A 54-year-old woman comes to the emergency department because of a 5-hour history of diffuse, severe abdominal pain, nausea, and vomiting. She reports that there is no blood or bile in the vomitus. Two weeks ago, she started having mild aching epigastric pain, which improved with eating. Since then, she has gained 1.4 kg (3 lb). She has a 2-year history of osteoarthritis of both knees, for which she takes ibuprofen. She drinks 1–2 glasses of wine daily. She is lying supine with her knees drawn up and avoids any movement. Her temperature is 38.5°C (101.3°F), pulse is 112/min, respirations are 20/min, and blood pressure is 115/70 mm Hg. Physical examination shows abdominal tenderness and guarding; bowel sounds are decreased. An x-ray of the chest is shown. Which of the following is the most likely cause of this patient's current symptoms?","(A) Perforated peptic ulcer (B) Acute mesenteric ischemia (C) Gastroesophageal reflux disease (D) Cholecystolithiasis
""",Perforated peptic ulcer,(A),The most likely cause of this patient's current symptoms is (A),0.228155792,TRUE,36.10816543,6,9547.79
"A 52-year-old-woman presents to an urgent care clinic with right upper quadrant pain for the past few hours. She admits to having similar episodes of pain in the past but milder than today. Past medical history is insignificant. She took an antacid, but it did not help. Her temperature is 37°C (98.6°F ), respirations are 16/min, pulse is 78/min, and blood pressure is 122/98 mm Hg. Physical examination is normal, and she says that her pain has subsided. The urgent care provider suspects she has cholecystitis, so she undergoes a limited abdominal ultrasound to confirm it. However, no evidence of cholecystitis is seen with ultrasound, but adenomyomatosis of the gallbladder is incidentally noted. The patient has no clinical features suspicious for malignancy. What is the next best step in the management of this patient?",(A) Barium swallow study (B) Endoscopic retrograde cholangiopancreatography (C) Magnetic resonance cholangiopancreatography (D) No further treatment required,No further treatment required,(D),D. No further treatment required.,0.835184932,TRUE,36.14202438,4.87,9552.66
"A 67-year-old man presents to your office with a chief complaint of constipation and many other perturbing minor medical concerns. He reports tiring easily, which he attributes to old age and years of persistent pain in his back and ribs. A complete blood count shows low hemoglobin and elevated serum creatinine. A peripheral blood smear shows stacks of red blood cells among other findings, and serum electropheresis reveals an abnormal concentration of protein resulting in a spike. Which of the following additional findings would you expect to see in this patient?",(A) Early satiety and splenomegaly (B) Smudge cells on peripheral smear (C) Bence-Jones proteins in the urine (D) No additional findings - normal aging explains symptoms,Bence-Jones proteins in the urine,(C),(C) Bence-Jones proteins in the urine.,0.979480982,TRUE,36.17584746,4.18,9556.83
"A 16-year-old girl presents with episodes of sharp pain in her left upper limb. She says her symptoms gradually onset a few months ago and have progressively worsened. She describes her pain as severe and feeling like “someone stabbing me in my arm and then the pain moves down to my hand”. She says the pain is worse after physical activity and improves with rest. She also says she has some vision problems in her left eye. The patient is afebrile, and her vital signs are within normal limits. On physical examination, there are no visible deformities in the shoulders or upper extremities. Palpation of her left upper limb reveals tenderness mainly near her neck. Mild left-sided ptosis is present. There is anisocoria of her left pupil which measures 1 mm smaller than the right. The right upper limb is normal. A plain radiograph and an MRI are ordered (shown in the image). Which of the following focal neurologic deficits would most likely be seen on the left hand of this patient?",(A) Numbness over her left thumb (B) Crutch palsy (C) Numbness over her left index finger (D) Numbness over her left little finger,Numbness over her left little finger,(D),(B) Crutch palsy. Explanation: The patient’,0.275041074,FALSE,36.15669666,5.53,9562.37
"A 45-year-old man presents with worsening joint pain and stiffness. Past medical history is significant for rheumatoid arthritis, diagnosed 3 months ago and managed with celecoxib and methotrexate, and occasional gastric reflux, managed with omeprazole. His vitals are a pulse of 80/min, a respiratory rate of 16/min, and blood pressure of 122/80 mm Hg. On physical examination, the left wrist is swollen, stiff, and warm to touch, and the right wrist is red and warm. There is limited active and passive range of motion at the proximal interphalangeal and metacarpophalangeal joints of both hands. The remainder of the examination is unremarkable. A plain radiograph of the hands shows progressive degeneration of multiple joints. Another drug, etanercept, is added to help control progressive arthritis. Which of the following diagnostic tests should be ordered before starting this new medication in this patient?",(A) Tuberculosis screening (B) Antinuclear antibody (ANA) level (C) Endoscopy (D) Malignancy screening,Tuberculosis screening,(A),(B) Antinuclear antibody (ANA) level.,0.343793839,FALSE,36.13756614,5.5,9567.87
"A 78-year-old male comes to the physician’s office for a routine check-up. He complains of increased lower extremity swelling, inability to climb the one flight of stairs in his home, and waking up in the middle of the night 2-3 times gasping for breath. He has had to increase the number of pillows on which he sleeps at night. These symptoms started 9 months ago and have been progressing. The doctor starts him on a medication regimen, one of which changes his Starling curve from A to B as shown in the Figure. Which of the following medications is most consistent with this mechanism of action?",(A) Metoprolol (B) Furosemide (C) Aspirin (D) Digoxin,Digoxin,(D),(B) Furosemide.,0.389924169,FALSE,36.11845584,3.65,9571.51
"A 68-year-old woman comes to the physician because of lower back pain that began suddenly 2 weeks ago after getting up from her chair. She has hypertension, chronic bilateral knee pain, and a history of breast cancer 15 years ago that was treated with lumpectomy. Her mother has rheumatoid arthritis. Medications include hydrochlorothiazide and acetaminophen. She appears well. Her vital signs are within normal limits. Physical examination shows tenderness to palpation of the lower spine. Both knees are enlarged and swollen. Neurologic examination shows sensorineural hearing impairment of the left ear. Her gamma-glutamyl transferase (GGT) is 30 U/L (N: 0–30 U/L), alkaline phosphatase (ALP) is 310 U/L, and serum calcium is 10.2 mg/dL. A spinal x-ray shows a fracture in the L4 vertebra. Which of the following is the most likely diagnosis?",(A) Type 1 osteopetrosis (B) Primary biliary cholangitis (C) Paget disease of bone (D) Bone metastases,Paget disease of bone,(C),C. Paget disease of bone.,0.934846818,TRUE,36.15221987,5.33,9576.85
"A 4-year-old boy is brought in to his pediatrician by his mother because of several days of fever, irritability, and ear pain. His mother says that she was particularly concerned about his complaints of difficulty hearing and dizziness. Physical exam reveals a bulging tympanic membrane. As the pediatrician does the examination, she explains to the medical student accompanying her that the lining of the infected area is derived from the endodermal component of a certain embryological structure. The mesodermal component at the same level is most likely responsible for the development of which of the following structures?",(A) Cricothyroid muscle (B) Mylohyoid muscle (C) Stylohyoid muscle (D) Stylopharyngeus muscle,Mylohyoid muscle,(B),(B) Mylohyoid muscle. Explanation: The end,0.879587829,TRUE,36.18594823,4.16,9581
"A 23-year-old woman comes to the physician because of right-sided blurry vision and eye pain for 4 days. She has a 6-day history of low-grade fever, headache, and malaise. One year ago, she was diagnosed with Crohn disease. Her only medication is prednisone. Her temperature is 38°C (100.4°F), pulse is 84/min, and blood pressure is 112/75 mm Hg. The right eyelid is erythematous and tender; there are multiple vesicles over the right forehead and the tip of the nose. Visual acuity is 20/20 in the left eye and 20/80 in the right eye. Extraocular movements are normal. The right eye shows conjunctival injection and reduced corneal sensitivity. Fluorescein staining shows a corneal lesion with a tree-like pattern. Which of the following is the most likely diagnosis?",(A) Pseudomonas keratitis (B) Anterior uveitis (C) Herpes zoster keratitis (D) Herpes simplex keratitis,Herpes zoster keratitis,(C),(B) Anterior uveitis.,0.202290818,FALSE,36.16684266,5.06,9586.06
A pathologist examines a tissue specimen in which cells are grouped together in acini with visible ducts between them. He finds a patch of pale cells with a rich blood supply among the highly basophilic and granular cells. A representative micrograph is shown in the image. Which statement is correct about these cells?,"(A) These cells should be separated from the basophils by a dense capsule. (B) These cells are often found to be damaged in acute pancreatitis with a subsequent increase in serum amylase levels. (C) There are several different types of cells within the patch that cannot be differentiated by light microscopy. (D) Some of these cells are capable of producing leptin, a hormone which regulates satiety.",There are several different types of cells within the patch that cannot be differentiated by light microscopy.,(C),The correct answer is (B). These cells are often found to be damaged,0.506420791,FALSE,36.14775726,3.92,9589.98
